,measured depth,inclination,azimuth,depth,northing,easting,name,x,y,GR
0,0.0,0.0,0.0,0.0,0.0,0.0,Rohn State LD10-65HN,961.7484402,1556.309792,
1,1200.0,0.0,0.0,1200.0,0.0,0.0,Rohn State LD10-65HN,961.7484402,1556.309792,47.32
2,1250.0,1.0,16.39,1250.0,0.42,0.12,Rohn State LD10-65HN,961.7484402,1556.309792,73.52
3,1300.0,2.0,16.39,1299.98,1.67,0.49,Rohn State LD10-65HN,961.7484402,1556.309792,72.8
4,1350.0,3.0,16.39,1349.93,3.77,1.11,Rohn State LD10-65HN,961.7484402,1556.309792,61.88
5,1400.0,4.0,16.39,1399.84,6.69,1.97,Rohn State LD10-65HN,961.7484402,1556.309792,83.72
6,1450.0,5.0,16.39,1449.68,10.46,3.08,Rohn State LD10-65HN,961.7484402,1556.309792,78.41
7,1500.0,6.0,16.39,1499.45,15.06,4.43,Rohn State LD10-65HN,961.7484402,1556.309792,76.44
8,1550.0,7.0,16.39,1549.13,20.49,6.03,Rohn State LD10-65HN,961.7484402,1556.309792,
9,1600.0,8.0,16.39,1598.7,26.75,7.87,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
10,1650.0,9.0,16.39,1648.15,33.84,9.95,Rohn State LD10-65HN,961.7484402,1556.309792,
11,1700.0,10.0,16.39,1697.47,41.75,12.28,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
12,1750.0,11.0,16.39,1746.63,50.5,14.85,Rohn State LD10-65HN,961.7484402,1556.309792,
13,1800.0,12.0,16.39,1795.62,60.06,17.66,Rohn State LD10-65HN,961.7484402,1556.309792,
14,1850.0,13.0,16.39,1844.44,70.44,20.72,Rohn State LD10-65HN,961.7484402,1556.309792,
15,1900.0,14.0,16.39,1893.06,81.64,24.01,Rohn State LD10-65HN,961.7484402,1556.309792,
16,1950.0,15.0,16.39,1941.46,93.65,27.54,Rohn State LD10-65HN,961.7484402,1556.309792,
17,1951.88,15.038,16.39,1943.27,94.12,27.68,Rohn State LD10-65HN,961.7484402,1556.309792,
18,2000.0,15.038,16.39,1989.75,106.09,31.2,Rohn State LD10-65HN,961.7484402,1556.309792,
19,2050.0,15.038,16.39,2038.04,118.54,34.86,Rohn State LD10-65HN,961.7484402,1556.309792,
20,2100.0,15.038,16.39,2086.33,130.98,38.52,Rohn State LD10-65HN,961.7484402,1556.309792,
21,2150.0,15.038,16.39,2134.61,143.43,42.19,Rohn State LD10-65HN,961.7484402,1556.309792,101.08
22,2200.0,15.038,16.39,2182.9,155.88,45.85,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
23,2250.0,15.038,16.39,2231.19,168.32,49.51,Rohn State LD10-65HN,961.7484402,1556.309792,98.27
24,2300.0,15.038,16.39,2279.48,180.77,53.17,Rohn State LD10-65HN,961.7484402,1556.309792,90.85
25,2350.0,15.038,16.39,2327.76,193.21,56.83,Rohn State LD10-65HN,961.7484402,1556.309792,
26,2400.0,15.038,16.39,2376.05,205.66,60.49,Rohn State LD10-65HN,961.7484402,1556.309792,
27,2450.0,15.038,16.39,2424.34,218.1,64.15,Rohn State LD10-65HN,961.7484402,1556.309792,
28,2500.0,15.038,16.39,2472.63,230.55,67.81,Rohn State LD10-65HN,961.7484402,1556.309792,
29,2550.0,15.038,16.39,2520.92,242.99,71.47,Rohn State LD10-65HN,961.7484402,1556.309792,
30,2600.0,15.038,16.39,2569.2,255.44,75.13,Rohn State LD10-65HN,961.7484402,1556.309792,94.64
31,2650.0,15.038,16.39,2617.49,267.88,78.79,Rohn State LD10-65HN,961.7484402,1556.309792,94.64
32,2700.0,15.038,16.39,2665.78,280.33,82.45,Rohn State LD10-65HN,961.7484402,1556.309792,
33,2750.0,15.038,16.39,2714.07,292.78,86.11,Rohn State LD10-65HN,961.7484402,1556.309792,
34,2800.0,15.038,16.39,2762.35,305.22,89.77,Rohn State LD10-65HN,961.7484402,1556.309792,
35,2850.0,15.038,16.39,2810.64,317.67,93.43,Rohn State LD10-65HN,961.7484402,1556.309792,
36,2900.0,15.038,16.39,2858.93,330.11,97.09,Rohn State LD10-65HN,961.7484402,1556.309792,
37,2950.0,15.038,16.39,2907.22,342.56,100.75,Rohn State LD10-65HN,961.7484402,1556.309792,113.55
38,3000.0,15.038,16.39,2955.51,355.0,104.41,Rohn State LD10-65HN,961.7484402,1556.309792,
39,3050.0,15.038,16.39,3003.79,367.45,108.07,Rohn State LD10-65HN,961.7484402,1556.309792,
40,3100.0,15.038,16.39,3052.08,379.89,111.73,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
41,3150.0,15.038,16.39,3100.37,392.34,115.39,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
42,3200.0,15.038,16.39,3148.66,404.78,119.05,Rohn State LD10-65HN,961.7484402,1556.309792,95.21
43,3244.6,15.038,16.39,3191.73,415.88,122.32,Rohn State LD10-65HN,961.7484402,1556.309792,
44,3250.0,14.929,16.39,3196.95,417.23,122.71,Rohn State LD10-65HN,961.7484402,1556.309792,
45,3300.0,13.929,16.39,3245.37,429.18,126.23,Rohn State LD10-65HN,961.7484402,1556.309792,78.34
46,3350.0,12.929,16.39,3294.0,440.32,129.51,Rohn State LD10-65HN,961.7484402,1556.309792,76.44
47,3400.0,11.929,16.39,3342.83,450.64,132.54,Rohn State LD10-65HN,961.7484402,1556.309792,83.77
48,3450.0,10.929,16.39,3391.84,460.15,135.34,Rohn State LD10-65HN,961.7484402,1556.309792,78.25
49,3500.0,9.929,16.39,3441.01,468.83,137.89,Rohn State LD10-65HN,961.7484402,1556.309792,78.77
50,3550.0,8.929,16.39,3490.33,476.69,140.2,Rohn State LD10-65HN,961.7484402,1556.309792,94.64
51,3600.0,7.928999999999999,16.39,3539.79,483.72,142.27,Rohn State LD10-65HN,961.7484402,1556.309792,
52,3650.0,6.928999999999999,16.39,3589.37,489.92,144.1,Rohn State LD10-65HN,961.7484402,1556.309792,100.25
53,3700.0,5.928999999999999,16.39,3639.06,495.3,145.68,Rohn State LD10-65HN,961.7484402,1556.309792,
54,3750.0,4.928999999999999,16.39,3688.83,499.83,147.01,Rohn State LD10-65HN,961.7484402,1556.309792,101.22
55,3800.0,3.929,16.39,3738.68,503.54,148.1,Rohn State LD10-65HN,961.7484402,1556.309792,
56,3850.0,2.929,16.39,3788.59,506.41,148.94,Rohn State LD10-65HN,961.7484402,1556.309792,106.8
57,3900.0,1.929,16.39,3838.55,508.44,149.54,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
58,3950.0,0.929,16.39,3888.53,509.64,149.89,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
59,3996.47,0.0,0.0,3935.0,510.0,150.0,Rohn State LD10-65HN,961.7484402,1556.309792,
60,5170.2,0.0,0.0,5108.72,510.0,150.0,Rohn State LD10-65HN,961.7484402,1556.309792,
61,5200.0,2.384,88.55,5138.52,510.02,150.62,Rohn State LD10-65HN,961.7484402,1556.309792,109.2
62,5250.0,6.3839999999999995,88.55,5188.36,510.11,154.44,Rohn State LD10-65HN,961.7484402,1556.309792,
63,5300.0,10.384,88.55,5237.82,510.3,161.73,Rohn State LD10-65HN,961.7484402,1556.309792,113.63
64,5350.0,14.384,88.55,5286.65,510.57,172.44,Rohn State LD10-65HN,961.7484402,1556.309792,111.75
65,5400.0,18.384,88.55,5334.6,510.92,186.54,Rohn State LD10-65HN,961.7484402,1556.309792,110.35
66,5450.0,22.384,88.55,5381.46,511.37,203.95,Rohn State LD10-65HN,961.7484402,1556.309792,105.56
67,5500.0,26.384,88.55,5426.99,511.89,224.58,Rohn State LD10-65HN,961.7484402,1556.309792,121.4
68,5550.0,30.384,88.55,5470.97,512.49,248.34,Rohn State LD10-65HN,961.7484402,1556.309792,107.83
69,5600.0,34.384,88.55,5513.19,513.17,275.1,Rohn State LD10-65HN,961.7484402,1556.309792,123.76
70,5650.0,38.384,88.55,5553.43,513.92,304.75,Rohn State LD10-65HN,961.7484402,1556.309792,117.95
71,5700.0,42.38399999999999,88.55,5591.51,514.74,337.12,Rohn State LD10-65HN,961.7484402,1556.309792,138.32
72,5750.0,46.38399999999999,88.55,5627.24,515.62,372.08,Rohn State LD10-65HN,961.7484402,1556.309792,186.92
73,5800.0,50.38399999999999,88.55,5660.44,516.57,409.44,Rohn State LD10-65HN,961.7484402,1556.309792,183.59
74,5850.0,54.38399999999999,88.55,5690.95,517.57,449.03,Rohn State LD10-65HN,961.7484402,1556.309792,156.52
75,5900.0,58.38399999999999,88.55,5718.63,518.62,490.64,Rohn State LD10-65HN,961.7484402,1556.309792,127.4
76,5950.0,62.38399999999999,88.55,5743.33,519.72,534.09,Rohn State LD10-65HN,961.7484402,1556.309792,178.76
77,6000.0,66.384,88.55,5764.94,520.86,579.15,Rohn State LD10-65HN,961.7484402,1556.309792,143.22
78,6050.0,70.384,88.55,5783.36,522.04,625.61,Rohn State LD10-65HN,961.7484402,1556.309792,133.05
79,6100.0,74.384,88.55,5798.49,523.24,673.24,Rohn State LD10-65HN,961.7484402,1556.309792,134.54
80,6150.0,78.384,88.55,5810.25,524.47,721.81,Rohn State LD10-65HN,961.7484402,1556.309792,145.02
81,6200.0,82.384,88.55,5818.6,525.72,771.08,Rohn State LD10-65HN,961.7484402,1556.309792,190.96
82,6232.7,85.0,88.55,5822.2,526.54,803.57,Rohn State LD10-65HN,961.7484402,1556.309792,
83,6250.0,85.0,88.55,5823.7,526.98,820.8,Rohn State LD10-65HN,961.7484402,1556.309792,193.81
84,6300.0,85.0,88.55,5828.06,528.24,870.59,Rohn State LD10-65HN,961.7484402,1556.309792,190.96
85,6307.7,85.0,88.55,5828.73,528.43,878.26,Rohn State LD10-65HN,961.7484402,1556.309792,
86,6350.0,88.384,88.55,5831.17,529.5,920.47,Rohn State LD10-65HN,961.7484402,1556.309792,168.58
87,6376.45,90.5,88.55,5831.43,530.17,946.91,Rohn State LD10-65HN,961.7484402,1556.309792,
88,6400.0,90.5,88.55,5831.23,530.76,970.45,Rohn State LD10-65HN,961.7484402,1556.309792,154.65
89,6450.0,90.5,88.55,5830.79,532.03,1020.43,Rohn State LD10-65HN,961.7484402,1556.309792,99.82
90,6500.0,90.5,88.55,5830.35,533.29,1070.42,Rohn State LD10-65HN,961.7484402,1556.309792,125.86
91,6550.0,90.5,88.55,5829.92,534.56,1120.4,Rohn State LD10-65HN,961.7484402,1556.309792,106.61
92,6600.0,90.5,88.55,5829.48,535.82,1170.38,Rohn State LD10-65HN,961.7484402,1556.309792,66.01
93,6650.0,90.5,88.55,5829.04,537.09,1220.36,Rohn State LD10-65HN,961.7484402,1556.309792,74.84
94,6700.0,90.5,88.55,5828.61,538.35,1270.34,Rohn State LD10-65HN,961.7484402,1556.309792,88.97
95,6750.0,90.5,88.55,5828.17,539.62,1320.33,Rohn State LD10-65HN,961.7484402,1556.309792,112.84
96,6800.0,90.5,88.55,5827.74,540.88,1370.31,Rohn State LD10-65HN,961.7484402,1556.309792,124.83
97,6850.0,90.5,88.55,5827.3,542.15,1420.29,Rohn State LD10-65HN,961.7484402,1556.309792,129.76
98,6900.0,90.5,88.55,5826.86,543.41,1470.27,Rohn State LD10-65HN,961.7484402,1556.309792,116.37
99,6950.0,90.5,88.55,5826.43,544.68,1520.25,Rohn State LD10-65HN,961.7484402,1556.309792,110.57
100,7000.0,90.5,88.55,5825.99,545.94,1570.24,Rohn State LD10-65HN,961.7484402,1556.309792,132.27
101,7050.0,90.5,88.55,5825.55,547.2,1620.22,Rohn State LD10-65HN,961.7484402,1556.309792,134.74
102,7100.0,90.5,88.55,5825.12,548.47,1670.2,Rohn State LD10-65HN,961.7484402,1556.309792,193.13
103,7150.0,90.5,88.55,5824.68,549.73,1720.18,Rohn State LD10-65HN,961.7484402,1556.309792,130.2
104,7200.0,90.5,88.55,5824.24,551.0,1770.16,Rohn State LD10-65HN,961.7484402,1556.309792,156.5
105,7250.0,90.5,88.55,5823.81,552.26,1820.15,Rohn State LD10-65HN,961.7484402,1556.309792,184.45
106,7300.0,90.5,88.55,5823.37,553.53,1870.13,Rohn State LD10-65HN,961.7484402,1556.309792,208.32
107,7350.0,90.5,88.55,5822.94,554.79,1920.11,Rohn State LD10-65HN,961.7484402,1556.309792,139.56
108,7400.0,90.5,88.55,5822.5,556.06,1970.09,Rohn State LD10-65HN,961.7484402,1556.309792,156.24
109,7450.0,90.5,88.55,5822.06,557.32,2020.08,Rohn State LD10-65HN,961.7484402,1556.309792,128.03
110,7500.0,90.5,88.55,5821.63,558.59,2070.06,Rohn State LD10-65HN,961.7484402,1556.309792,114.48
111,7550.0,90.5,88.55,5821.19,559.85,2120.04,Rohn State LD10-65HN,961.7484402,1556.309792,112.55
112,7600.0,90.5,88.55,5820.75,561.12,2170.02,Rohn State LD10-65HN,961.7484402,1556.309792,126.26
113,7650.0,90.5,88.55,5820.32,562.38,2220.0,Rohn State LD10-65HN,961.7484402,1556.309792,92.31
114,7700.0,90.5,88.55,5819.88,563.65,2269.99,Rohn State LD10-65HN,961.7484402,1556.309792,108.55
115,7750.0,90.5,88.55,5819.45,564.91,2319.97,Rohn State LD10-65HN,961.7484402,1556.309792,
116,7800.0,90.5,88.55,5819.01,566.18,2369.95,Rohn State LD10-65HN,961.7484402,1556.309792,119.35
117,7850.0,90.5,88.55,5818.57,567.44,2419.93,Rohn State LD10-65HN,961.7484402,1556.309792,136.71
118,7900.0,90.5,88.55,5818.14,568.71,2469.91,Rohn State LD10-65HN,961.7484402,1556.309792,95.99
119,7950.0,90.5,88.55,5817.7,569.97,2519.9,Rohn State LD10-65HN,961.7484402,1556.309792,134.34
120,8000.0,90.5,88.55,5817.26,571.24,2569.88,Rohn State LD10-65HN,961.7484402,1556.309792,109.95
121,8050.0,90.5,88.55,5816.83,572.5,2619.86,Rohn State LD10-65HN,961.7484402,1556.309792,104.16
122,8100.0,90.5,88.55,5816.39,573.77,2669.84,Rohn State LD10-65HN,961.7484402,1556.309792,97.65
123,8150.0,90.5,88.55,5815.95,575.03,2719.82,Rohn State LD10-65HN,961.7484402,1556.309792,121.52
124,8200.0,90.5,88.55,5815.52,576.3,2769.81,Rohn State LD10-65HN,961.7484402,1556.309792,109.44
125,8250.0,90.5,88.55,5815.08,577.56,2819.79,Rohn State LD10-65HN,961.7484402,1556.309792,138.88
126,8300.0,90.5,88.55,5814.65,578.83,2869.77,Rohn State LD10-65HN,961.7484402,1556.309792,106.33
127,8350.0,90.5,88.55,5814.21,580.09,2919.75,Rohn State LD10-65HN,961.7484402,1556.309792,97.25
128,8400.0,90.5,88.55,5813.77,581.36,2969.74,Rohn State LD10-65HN,961.7484402,1556.309792,99.82
129,8450.0,90.5,88.55,5813.34,582.62,3019.72,Rohn State LD10-65HN,961.7484402,1556.309792,112.33
130,8500.0,90.5,88.55,5812.9,583.88,3069.7,Rohn State LD10-65HN,961.7484402,1556.309792,136.71
131,8550.0,90.5,88.55,5812.46,585.15,3119.68,Rohn State LD10-65HN,961.7484402,1556.309792,
132,8600.0,90.5,88.55,5812.03,586.41,3169.66,Rohn State LD10-65HN,961.7484402,1556.309792,120.42
133,8650.0,90.5,88.55,5811.59,587.68,3219.65,Rohn State LD10-65HN,961.7484402,1556.309792,188.79
134,8700.0,90.5,88.55,5811.15,588.94,3269.63,Rohn State LD10-65HN,961.7484402,1556.309792,146.94
135,8750.0,90.5,88.55,5810.72,590.21,3319.61,Rohn State LD10-65HN,961.7484402,1556.309792,
136,8800.0,90.5,88.55,5810.28,591.47,3369.59,Rohn State LD10-65HN,961.7484402,1556.309792,140.15
137,8850.0,90.5,88.55,5809.85,592.74,3419.57,Rohn State LD10-65HN,961.7484402,1556.309792,124.46
138,8900.0,90.5,88.55,5809.41,594.0,3469.56,Rohn State LD10-65HN,961.7484402,1556.309792,141.86
139,8950.0,90.5,88.55,5808.97,595.27,3519.54,Rohn State LD10-65HN,961.7484402,1556.309792,125.86
140,9000.0,90.5,88.55,5808.54,596.53,3569.52,Rohn State LD10-65HN,961.7484402,1556.309792,123.76
141,9050.0,90.5,88.55,5808.1,597.8,3619.5,Rohn State LD10-65HN,961.7484402,1556.309792,140.58
142,9100.0,90.5,88.55,5807.66,599.06,3669.48,Rohn State LD10-65HN,961.7484402,1556.309792,164.92
143,9150.0,90.5,88.55,5807.23,600.33,3719.47,Rohn State LD10-65HN,961.7484402,1556.309792,162.75
144,9200.0,90.5,88.55,5806.79,601.59,3769.45,Rohn State LD10-65HN,961.7484402,1556.309792,147.56
145,9250.0,90.5,88.55,5806.36,602.86,3819.43,Rohn State LD10-65HN,961.7484402,1556.309792,121.52
146,9300.0,90.5,88.55,5805.92,604.12,3869.41,Rohn State LD10-65HN,961.7484402,1556.309792,134.43
147,9350.0,90.5,88.55,5805.48,605.39,3919.4,Rohn State LD10-65HN,961.7484402,1556.309792,156.24
148,9400.0,90.5,88.55,5805.05,606.65,3969.38,Rohn State LD10-65HN,961.7484402,1556.309792,130.2
149,9450.0,90.5,88.55,5804.61,607.92,4019.36,Rohn State LD10-65HN,961.7484402,1556.309792,189.44
150,9500.0,90.5,88.55,5804.17,609.18,4069.34,Rohn State LD10-65HN,961.7484402,1556.309792,192.16
151,9550.0,90.5,88.55,5803.74,610.45,4119.32,Rohn State LD10-65HN,961.7484402,1556.309792,160.58
152,9600.0,90.5,88.55,5803.3,611.71,4169.31,Rohn State LD10-65HN,961.7484402,1556.309792,150.06
153,9650.0,90.5,88.55,5802.86,612.98,4219.29,Rohn State LD10-65HN,961.7484402,1556.309792,75.95
154,9700.0,90.5,88.55,5802.43,614.24,4269.27,Rohn State LD10-65HN,961.7484402,1556.309792,95.48
155,9750.0,90.5,88.55,5801.99,615.51,4319.25,Rohn State LD10-65HN,961.7484402,1556.309792,133.69
156,9800.0,90.5,88.55,5801.56,616.77,4369.23,Rohn State LD10-65HN,961.7484402,1556.309792,104.16
157,9850.0,90.5,88.55,5801.12,618.04,4419.22,Rohn State LD10-65HN,961.7484402,1556.309792,84.63
158,9900.0,90.5,88.55,5800.68,619.3,4469.2,Rohn State LD10-65HN,961.7484402,1556.309792,66.61
159,9950.0,90.5,88.55,5800.25,620.56,4519.18,Rohn State LD10-65HN,961.7484402,1556.309792,99.15
160,10000.0,90.5,88.55,5799.81,621.83,4569.16,Rohn State LD10-65HN,961.7484402,1556.309792,85.39
161,10050.0,90.5,88.55,5799.37,623.09,4619.14,Rohn State LD10-65HN,961.7484402,1556.309792,90.85
162,10100.0,90.5,88.55,5798.94,624.36,4669.13,Rohn State LD10-65HN,961.7484402,1556.309792,
163,10150.0,90.5,88.55,5798.5,625.62,4719.11,Rohn State LD10-65HN,961.7484402,1556.309792,
164,10200.0,90.5,88.55,5798.07,626.89,4769.09,Rohn State LD10-65HN,961.7484402,1556.309792,
165,10250.0,90.5,88.55,5797.63,628.15,4819.07,Rohn State LD10-65HN,961.7484402,1556.309792,
166,10300.0,90.5,88.55,5797.19,629.42,4869.05,Rohn State LD10-65HN,961.7484402,1556.309792,
167,10350.0,90.5,88.55,5796.76,630.68,4919.04,Rohn State LD10-65HN,961.7484402,1556.309792,
168,10356.42,90.5,88.55,5796.7,630.85,4925.46,Rohn State LD10-65HN,961.7484402,1556.309792,
169,0.0,0.0,0.0,0.0,0.0,0.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,
170,1500.0,0.0,0.0,1500.0,0.0,0.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,
171,1550.0,1.0,39.036,1550.0,0.34,0.27,Rohn State LD10-65-1HN,968.3255695,1515.254664,
172,1600.0,2.0,39.036,1599.98,1.36,1.1,Rohn State LD10-65-1HN,968.3255695,1515.254664,
173,1650.0,3.0,39.036,1649.93,3.05,2.47,Rohn State LD10-65-1HN,968.3255695,1515.254664,
174,1700.0,4.0,39.036,1699.84,5.42,4.4,Rohn State LD10-65-1HN,968.3255695,1515.254664,
175,1750.0,5.0,39.036,1749.68,8.47,6.87,Rohn State LD10-65-1HN,968.3255695,1515.254664,91.44
176,1800.0,6.0,39.036,1799.45,12.19,9.88,Rohn State LD10-65-1HN,968.3255695,1515.254664,
177,1850.0,7.0,39.036,1849.13,16.59,13.45,Rohn State LD10-65-1HN,968.3255695,1515.254664,
178,1900.0,8.0,39.036,1898.7,21.66,17.56,Rohn State LD10-65-1HN,968.3255695,1515.254664,
179,1950.0,9.0,39.036,1948.15,27.4,22.21,Rohn State LD10-65-1HN,968.3255695,1515.254664,
180,2000.0,10.0,39.036,1997.47,33.81,27.41,Rohn State LD10-65-1HN,968.3255695,1515.254664,
181,2050.0,11.0,39.036,2046.63,40.88,33.15,Rohn State LD10-65-1HN,968.3255695,1515.254664,
182,2100.0,12.0,39.036,2095.62,48.63,39.43,Rohn State LD10-65-1HN,968.3255695,1515.254664,
183,2103.0,12.06,39.036,2098.55,49.11,39.82,Rohn State LD10-65-1HN,968.3255695,1515.254664,
184,2150.0,12.06,39.036,2144.52,56.74,46.01,Rohn State LD10-65-1HN,968.3255695,1515.254664,
185,2200.0,12.06,39.036,2193.42,64.85,52.58,Rohn State LD10-65-1HN,968.3255695,1515.254664,103.53
186,2250.0,12.06,39.036,2242.31,72.97,59.16,Rohn State LD10-65-1HN,968.3255695,1515.254664,
187,2300.0,12.06,39.036,2291.21,81.08,65.74,Rohn State LD10-65-1HN,968.3255695,1515.254664,
188,2350.0,12.06,39.036,2340.11,89.2,72.32,Rohn State LD10-65-1HN,968.3255695,1515.254664,
189,2400.0,12.06,39.036,2389.0,97.31,78.9,Rohn State LD10-65-1HN,968.3255695,1515.254664,
190,2450.0,12.06,39.036,2437.9,105.43,85.48,Rohn State LD10-65-1HN,968.3255695,1515.254664,
191,2500.0,12.06,39.036,2486.8,113.54,92.06,Rohn State LD10-65-1HN,968.3255695,1515.254664,
192,2550.0,12.06,39.036,2535.69,121.66,98.64,Rohn State LD10-65-1HN,968.3255695,1515.254664,
193,2600.0,12.06,39.036,2584.59,129.77,105.22,Rohn State LD10-65-1HN,968.3255695,1515.254664,
194,2637.69,12.06,39.036,2621.45,135.89,110.18,Rohn State LD10-65-1HN,968.3255695,1515.254664,
195,2650.0,11.814,39.036,2633.49,137.87,111.78,Rohn State LD10-65-1HN,968.3255695,1515.254664,
196,2700.0,10.814,39.036,2682.52,145.48,117.96,Rohn State LD10-65-1HN,968.3255695,1515.254664,
197,2750.0,9.814,39.036,2731.71,152.44,123.6,Rohn State LD10-65-1HN,968.3255695,1515.254664,
198,2800.0,8.814,39.036,2781.05,158.72,128.69,Rohn State LD10-65-1HN,968.3255695,1515.254664,87.36
199,2850.0,7.814,39.036,2830.52,164.34,133.25,Rohn State LD10-65-1HN,968.3255695,1515.254664,
200,2900.0,6.814,39.036,2880.12,169.28,137.26,Rohn State LD10-65-1HN,968.3255695,1515.254664,
201,2950.0,5.814,39.036,2929.81,173.55,140.72,Rohn State LD10-65-1HN,968.3255695,1515.254664,
202,3000.0,4.814,39.036,2979.6,177.15,143.64,Rohn State LD10-65-1HN,968.3255695,1515.254664,
203,3050.0,3.8139999999999996,39.036,3029.45,180.07,146.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,
204,3100.0,2.8139999999999996,39.036,3079.37,182.32,147.82,Rohn State LD10-65-1HN,968.3255695,1515.254664,
205,3150.0,1.814,39.036,3129.33,183.89,149.1,Rohn State LD10-65-1HN,968.3255695,1515.254664,
206,3200.0,0.8140000000000001,39.036,3179.32,184.78,149.82,Rohn State LD10-65-1HN,968.3255695,1515.254664,93.48
207,3240.69,0.0,0.0,3220.0,185.0,150.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,
208,5009.59,0.0,0.0,4988.9,185.0,150.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,
209,5050.0,3.233,88.456,5029.29,185.03,151.14,Rohn State LD10-65-1HN,968.3255695,1515.254664,107.2
210,5100.0,7.233,88.456,5079.07,185.15,155.7,Rohn State LD10-65-1HN,968.3255695,1515.254664,92.29
211,5150.0,11.232999999999999,88.456,5128.42,185.37,163.71,Rohn State LD10-65-1HN,968.3255695,1515.254664,105.04
212,5200.0,15.232999999999999,88.456,5177.08,185.68,175.15,Rohn State LD10-65-1HN,968.3255695,1515.254664,105.27
213,5250.0,19.233,88.456,5224.82,186.08,189.96,Rohn State LD10-65-1HN,968.3255695,1515.254664,112.84
214,5300.0,23.233,88.456,5271.42,186.57,208.06,Rohn State LD10-65-1HN,968.3255695,1515.254664,
215,5350.0,27.233,88.456,5316.64,187.14,229.36,Rohn State LD10-65-1HN,968.3255695,1515.254664,108.54
216,5400.0,31.233,88.456,5360.26,187.8,253.76,Rohn State LD10-65-1HN,968.3255695,1515.254664,98.28
217,5450.0,35.233000000000004,88.456,5402.08,188.54,281.15,Rohn State LD10-65-1HN,968.3255695,1515.254664,111.63
218,5500.0,39.233000000000004,88.456,5441.88,189.35,311.39,Rohn State LD10-65-1HN,968.3255695,1515.254664,119.82
219,5550.0,43.233000000000004,88.456,5479.47,190.24,344.32,Rohn State LD10-65-1HN,968.3255695,1515.254664,117.3
220,5600.0,47.233000000000004,88.456,5514.68,191.2,379.8,Rohn State LD10-65-1HN,968.3255695,1515.254664,146.74
221,5650.0,51.233000000000004,88.456,5547.32,192.22,417.65,Rohn State LD10-65-1HN,968.3255695,1515.254664,172.57
222,5700.0,55.233000000000004,88.456,5577.24,193.3,457.68,Rohn State LD10-65-1HN,968.3255695,1515.254664,161.45
223,5750.0,59.233000000000004,88.456,5604.3,194.43,499.7,Rohn State LD10-65-1HN,968.3255695,1515.254664,89.51
224,5800.0,63.233000000000004,88.456,5628.36,195.61,543.5,Rohn State LD10-65-1HN,968.3255695,1515.254664,130.0
225,5850.0,67.233,88.456,5649.3,196.83,588.88,Rohn State LD10-65-1HN,968.3255695,1515.254664,163.8
226,5900.0,71.233,88.456,5667.02,198.09,635.6,Rohn State LD10-65-1HN,968.3255695,1515.254664,112.84
227,5950.0,75.233,88.456,5681.44,199.38,683.45,Rohn State LD10-65-1HN,968.3255695,1515.254664,98.28
228,6000.0,79.233,88.456,5692.49,200.7,732.19,Rohn State LD10-65-1HN,968.3255695,1515.254664,145.6
229,6050.0,83.23299999999999,88.456,5700.11,202.03,781.58,Rohn State LD10-65-1HN,968.3255695,1515.254664,116.48
230,6072.09,85.0,88.456,5702.37,202.62,803.54,Rohn State LD10-65-1HN,968.3255695,1515.254664,
231,6100.0,85.0,88.456,5704.81,203.37,831.33,Rohn State LD10-65-1HN,968.3255695,1515.254664,74.6
232,6147.09,85.0,88.456,5708.91,204.63,878.23,Rohn State LD10-65-1HN,968.3255695,1515.254664,
233,6150.0,85.23299999999999,88.456,5709.16,204.71,881.13,Rohn State LD10-65-1HN,968.3255695,1515.254664,81.89
234,6200.0,89.23299999999999,88.456,5711.57,206.06,931.04,Rohn State LD10-65-1HN,968.3255695,1515.254664,141.71
235,6215.84,90.5,88.456,5711.61,206.48,946.87,Rohn State LD10-65-1HN,968.3255695,1515.254664,
236,6250.0,90.5,88.456,5711.31,207.41,981.02,Rohn State LD10-65-1HN,968.3255695,1515.254664,103.52
237,6300.0,90.5,88.456,5710.87,208.75,1031.0,Rohn State LD10-65-1HN,968.3255695,1515.254664,108.5
238,6350.0,90.5,88.456,5710.44,210.1,1080.98,Rohn State LD10-65-1HN,968.3255695,1515.254664,80.06
239,6400.0,90.5,88.456,5710.0,211.45,1130.96,Rohn State LD10-65-1HN,968.3255695,1515.254664,
240,6450.0,90.5,88.456,5709.57,212.8,1180.94,Rohn State LD10-65-1HN,968.3255695,1515.254664,128.03
241,6500.0,90.5,88.456,5709.13,214.14,1230.92,Rohn State LD10-65-1HN,968.3255695,1515.254664,
242,6550.0,90.5,88.456,5708.69,215.49,1280.9,Rohn State LD10-65-1HN,968.3255695,1515.254664,80.29
