,measured depth,inclination,azimuth,depth,northing,easting,name,x,y,GR
545,6200.0,90.5,88.477,5610.1,-377.21,1007.18,Rohn State LD10-64-1HN,974.880717,1445.411884,137.81
546,6250.0,90.5,88.477,5609.67,-375.88,1057.16,Rohn State LD10-64-1HN,974.880717,1445.411884,113.06
547,6300.0,90.5,88.477,5609.23,-374.55,1107.14,Rohn State LD10-64-1HN,974.880717,1445.411884,109.19
548,6350.0,90.5,88.477,5608.79,-373.22,1157.12,Rohn State LD10-64-1HN,974.880717,1445.411884,102.42
549,6400.0,90.5,88.477,5608.36,-371.89,1207.1,Rohn State LD10-64-1HN,974.880717,1445.411884,88.98
550,6450.0,90.5,88.477,5607.92,-370.57,1257.08,Rohn State LD10-64-1HN,974.880717,1445.411884,104.16
551,6500.0,90.5,88.477,5607.48,-369.24,1307.06,Rohn State LD10-64-1HN,974.880717,1445.411884,66.81
552,6550.0,90.5,88.477,5607.05,-367.91,1357.04,Rohn State LD10-64-1HN,974.880717,1445.411884,149.73
553,6600.0,90.5,88.477,5606.61,-366.58,1407.02,Rohn State LD10-64-1HN,974.880717,1445.411884,115.01
554,6650.0,90.5,88.477,5606.18,-365.25,1457.01,Rohn State LD10-64-1HN,974.880717,1445.411884,110.67
555,6700.0,90.5,88.477,5605.74,-363.92,1506.99,Rohn State LD10-64-1HN,974.880717,1445.411884,112.84
556,6750.0,90.5,88.477,5605.3,-362.59,1556.97,Rohn State LD10-64-1HN,974.880717,1445.411884,110.67
557,6800.0,90.5,88.477,5604.87,-361.26,1606.95,Rohn State LD10-64-1HN,974.880717,1445.411884,197.02
558,6850.0,90.5,88.477,5604.43,-359.94,1656.93,Rohn State LD10-64-1HN,974.880717,1445.411884,161.41
559,6900.0,90.5,88.477,5603.99,-358.61,1706.91,Rohn State LD10-64-1HN,974.880717,1445.411884,145.14
560,6950.0,90.5,88.477,5603.56,-357.28,1756.89,Rohn State LD10-64-1HN,974.880717,1445.411884,161.36
561,7000.0,90.5,88.477,5603.12,-355.95,1806.87,Rohn State LD10-64-1HN,974.880717,1445.411884,88.97
562,7050.0,90.5,88.477,5602.68,-354.62,1856.85,Rohn State LD10-64-1HN,974.880717,1445.411884,140.75
563,7100.0,90.5,88.477,5602.25,-353.29,1906.83,Rohn State LD10-64-1HN,974.880717,1445.411884,114.53
564,7150.0,90.5,88.477,5601.81,-351.96,1956.81,Rohn State LD10-64-1HN,974.880717,1445.411884,124.81
565,7200.0,90.5,88.477,5601.38,-350.63,2006.79,Rohn State LD10-64-1HN,974.880717,1445.411884,118.91
566,7250.0,90.5,88.477,5600.94,-349.3,2056.77,Rohn State LD10-64-1HN,974.880717,1445.411884,105.05
567,7300.0,90.5,88.477,5600.5,-347.98,2106.75,Rohn State LD10-64-1HN,974.880717,1445.411884,134.19
568,7350.0,90.5,88.477,5600.07,-346.65,2156.73,Rohn State LD10-64-1HN,974.880717,1445.411884,121.62
569,7400.0,90.5,88.477,5599.63,-345.32,2206.71,Rohn State LD10-64-1HN,974.880717,1445.411884,104.63
570,7450.0,90.5,88.477,5599.19,-343.99,2256.69,Rohn State LD10-64-1HN,974.880717,1445.411884,138.41
571,7500.0,90.5,88.477,5598.76,-342.66,2306.67,Rohn State LD10-64-1HN,974.880717,1445.411884,154.07
572,7550.0,90.5,88.477,5598.32,-341.33,2356.65,Rohn State LD10-64-1HN,974.880717,1445.411884,162.64
573,7600.0,90.5,88.477,5597.89,-340.0,2406.63,Rohn State LD10-64-1HN,974.880717,1445.411884,138.63
574,7650.0,90.5,88.477,5597.45,-338.67,2456.61,Rohn State LD10-64-1HN,974.880717,1445.411884,128.48
575,7700.0,90.5,88.477,5597.01,-337.34,2506.59,Rohn State LD10-64-1HN,974.880717,1445.411884,127.51
576,7750.0,90.5,88.477,5596.58,-336.02,2556.57,Rohn State LD10-64-1HN,974.880717,1445.411884,123.69
577,7800.0,90.5,88.477,5596.14,-334.69,2606.56,Rohn State LD10-64-1HN,974.880717,1445.411884,117.18
578,7850.0,90.5,88.477,5595.7,-333.36,2656.54,Rohn State LD10-64-1HN,974.880717,1445.411884,105.57
579,7900.0,90.5,88.477,5595.27,-332.03,2706.52,Rohn State LD10-64-1HN,974.880717,1445.411884,126.55
580,7950.0,90.5,88.477,5594.83,-330.7,2756.5,Rohn State LD10-64-1HN,974.880717,1445.411884,127.84
581,8000.0,90.5,88.477,5594.39,-329.37,2806.48,Rohn State LD10-64-1HN,974.880717,1445.411884,130.2
582,8050.0,90.5,88.477,5593.96,-328.04,2856.46,Rohn State LD10-64-1HN,974.880717,1445.411884,117.18
583,8100.0,90.5,88.477,5593.52,-326.71,2906.44,Rohn State LD10-64-1HN,974.880717,1445.411884,133.82
584,8150.0,90.5,88.477,5593.09,-325.39,2956.42,Rohn State LD10-64-1HN,974.880717,1445.411884,129.08
585,8200.0,90.5,88.477,5592.65,-324.06,3006.4,Rohn State LD10-64-1HN,974.880717,1445.411884,133.89
586,8250.0,90.5,88.477,5592.21,-322.73,3056.38,Rohn State LD10-64-1HN,974.880717,1445.411884,143.22
587,8300.0,90.5,88.477,5591.78,-321.4,3106.36,Rohn State LD10-64-1HN,974.880717,1445.411884,140.13
588,8350.0,90.5,88.477,5591.34,-320.07,3156.34,Rohn State LD10-64-1HN,974.880717,1445.411884,132.37
589,8400.0,90.5,88.477,5590.9,-318.74,3206.32,Rohn State LD10-64-1HN,974.880717,1445.411884,82.46
590,8450.0,90.5,88.477,5590.47,-317.41,3256.3,Rohn State LD10-64-1HN,974.880717,1445.411884,143.22
591,8500.0,90.5,88.477,5590.03,-316.08,3306.28,Rohn State LD10-64-1HN,974.880717,1445.411884,73.78
592,8550.0,90.5,88.477,5589.59,-314.75,3356.26,Rohn State LD10-64-1HN,974.880717,1445.411884,116.11
593,8600.0,90.5,88.477,5589.16,-313.43,3406.24,Rohn State LD10-64-1HN,974.880717,1445.411884,88.24
594,8650.0,90.5,88.477,5588.72,-312.1,3456.22,Rohn State LD10-64-1HN,974.880717,1445.411884,134.54
595,8700.0,90.5,88.477,5588.29,-310.77,3506.2,Rohn State LD10-64-1HN,974.880717,1445.411884,147.48
596,8750.0,90.5,88.477,5587.85,-309.44,3556.18,Rohn State LD10-64-1HN,974.880717,1445.411884,128.03
597,8800.0,90.5,88.477,5587.41,-308.11,3606.16,Rohn State LD10-64-1HN,974.880717,1445.411884,91.14
598,8850.0,90.5,88.477,5586.98,-306.78,3656.14,Rohn State LD10-64-1HN,974.880717,1445.411884,119.35
599,8900.0,90.5,88.477,5586.54,-305.45,3706.12,Rohn State LD10-64-1HN,974.880717,1445.411884,121.69
600,8950.0,90.5,88.477,5586.1,-304.12,3756.11,Rohn State LD10-64-1HN,974.880717,1445.411884,125.51
601,9000.0,90.5,88.477,5585.67,-302.79,3806.09,Rohn State LD10-64-1HN,974.880717,1445.411884,125.86
602,9050.0,90.5,88.477,5585.23,-301.47,3856.07,Rohn State LD10-64-1HN,974.880717,1445.411884,117.18
603,9100.0,90.5,88.477,5584.8,-300.14,3906.05,Rohn State LD10-64-1HN,974.880717,1445.411884,99.82
604,9150.0,90.5,88.477,5584.36,-298.81,3956.03,Rohn State LD10-64-1HN,974.880717,1445.411884,117.18
605,9200.0,90.5,88.477,5583.92,-297.48,4006.01,Rohn State LD10-64-1HN,974.880717,1445.411884,115.01
606,9250.0,90.5,88.477,5583.49,-296.15,4055.99,Rohn State LD10-64-1HN,974.880717,1445.411884,136.71
607,9300.0,90.5,88.477,5583.05,-294.82,4105.97,Rohn State LD10-64-1HN,974.880717,1445.411884,141.05
608,9350.0,90.5,88.477,5582.61,-293.49,4155.95,Rohn State LD10-64-1HN,974.880717,1445.411884,143.22
609,9400.0,90.5,88.477,5582.18,-292.16,4205.93,Rohn State LD10-64-1HN,974.880717,1445.411884,173.6
610,9450.0,90.5,88.477,5581.74,-290.84,4255.91,Rohn State LD10-64-1HN,974.880717,1445.411884,130.3
611,9500.0,90.5,88.477,5581.3,-289.51,4305.89,Rohn State LD10-64-1HN,974.880717,1445.411884,101.08
612,9550.0,90.5,88.477,5580.87,-288.18,4355.87,Rohn State LD10-64-1HN,974.880717,1445.411884,151.9
613,9600.0,90.5,88.477,5580.43,-286.85,4405.85,Rohn State LD10-64-1HN,974.880717,1445.411884,144.13
614,9650.0,90.5,88.477,5580.0,-285.52,4455.83,Rohn State LD10-64-1HN,974.880717,1445.411884,111.57
615,9700.0,90.5,88.477,5579.56,-284.19,4505.81,Rohn State LD10-64-1HN,974.880717,1445.411884,141.05
616,9750.0,90.5,88.477,5579.12,-282.86,4555.79,Rohn State LD10-64-1HN,974.880717,1445.411884,134.54
617,9800.0,90.5,88.477,5578.69,-281.53,4605.77,Rohn State LD10-64-1HN,974.880717,1445.411884,154.07
618,9850.0,90.5,88.477,5578.25,-280.2,4655.75,Rohn State LD10-64-1HN,974.880717,1445.411884,149.87
619,9900.0,90.5,88.477,5577.81,-278.88,4705.73,Rohn State LD10-64-1HN,974.880717,1445.411884,125.86
620,9950.0,90.5,88.477,5577.38,-277.55,4755.71,Rohn State LD10-64-1HN,974.880717,1445.411884,172.01
621,10000.0,90.5,88.477,5576.94,-276.22,4805.69,Rohn State LD10-64-1HN,974.880717,1445.411884,170.15
622,10050.0,90.5,88.477,5576.51,-274.89,4855.67,Rohn State LD10-64-1HN,974.880717,1445.411884,165.6
623,10100.0,90.5,88.477,5576.07,-273.56,4905.66,Rohn State LD10-64-1HN,974.880717,1445.411884,169.26
624,10142.26,90.5,88.477,5575.7,-272.44,4947.9,Rohn State LD10-64-1HN,974.880717,1445.411884,
625,0.0,0.0,0.0,0.0,0.0,0.0,Rohn State LD10-68HN,909.9715693,3802.946984,
626,1000.0,0.0,0.0,1000.0,0.0,0.0,Rohn State LD10-68HN,909.9715693,3802.946984,
627,1050.0,1.0,73.791,1050.0,0.12,0.42,Rohn State LD10-68HN,909.9715693,3802.946984,
628,1100.0,2.0,73.791,1099.98,0.49,1.68,Rohn State LD10-68HN,909.9715693,3802.946984,
629,1150.0,3.0,73.791,1149.93,1.1,3.77,Rohn State LD10-68HN,909.9715693,3802.946984,
630,1200.0,4.0,73.791,1199.84,1.95,6.7,Rohn State LD10-68HN,909.9715693,3802.946984,86.0
631,1250.0,5.0,73.791,1249.68,3.04,10.47,Rohn State LD10-68HN,909.9715693,3802.946984,111.0
632,1300.0,6.0,73.791,1299.45,4.38,15.07,Rohn State LD10-68HN,909.9715693,3802.946984,
633,1350.0,7.0,73.791,1349.13,5.96,20.5,Rohn State LD10-68HN,909.9715693,3802.946984,113.0
634,1400.0,8.0,73.791,1398.7,7.78,26.77,Rohn State LD10-68HN,909.9715693,3802.946984,
635,1450.0,9.0,73.791,1448.15,9.85,33.87,Rohn State LD10-68HN,909.9715693,3802.946984,121.0
636,1500.0,10.0,73.791,1497.47,12.15,41.79,Rohn State LD10-68HN,909.9715693,3802.946984,125.0
637,1550.0,11.0,73.791,1546.63,14.69,50.54,Rohn State LD10-68HN,909.9715693,3802.946984,
638,1600.0,12.0,73.791,1595.62,17.48,60.11,Rohn State LD10-68HN,909.9715693,3802.946984,148.0
639,1650.0,13.0,73.791,1644.44,20.5,70.51,Rohn State LD10-68HN,909.9715693,3802.946984,146.0
640,1700.0,14.0,73.791,1693.06,23.75,81.71,Rohn State LD10-68HN,909.9715693,3802.946984,
641,1750.0,15.0,73.791,1741.46,27.25,93.74,Rohn State LD10-68HN,909.9715693,3802.946984,142.0
642,1800.0,16.0,73.791,1789.64,30.98,106.57,Rohn State LD10-68HN,909.9715693,3802.946984,
643,1850.0,17.0,73.791,1837.58,34.94,120.2,Rohn State LD10-68HN,909.9715693,3802.946984,116.0
644,1850.25,17.005,73.791,1837.83,34.96,120.27,Rohn State LD10-68HN,909.9715693,3802.946984,
645,1900.0,17.005,73.791,1885.4,39.02,134.24,Rohn State LD10-68HN,909.9715693,3802.946984,
646,1950.0,17.005,73.791,1933.21,43.11,148.28,Rohn State LD10-68HN,909.9715693,3802.946984,
647,2000.0,17.005,73.791,1981.03,47.19,162.33,Rohn State LD10-68HN,909.9715693,3802.946984,
648,2050.0,17.005,73.791,2028.84,51.27,176.37,Rohn State LD10-68HN,909.9715693,3802.946984,124.0
649,2100.0,17.005,73.791,2076.65,55.35,190.41,Rohn State LD10-68HN,909.9715693,3802.946984,121.0
650,2150.0,17.005,73.791,2124.47,59.43,204.45,Rohn State LD10-68HN,909.9715693,3802.946984,
651,2200.0,17.005,73.791,2172.28,63.52,218.49,Rohn State LD10-68HN,909.9715693,3802.946984,171.0
652,2250.0,17.005,73.791,2220.09,67.6,232.53,Rohn State LD10-68HN,909.9715693,3802.946984,
653,2300.0,17.005,73.791,2267.91,71.68,246.58,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
654,2350.0,17.005,73.791,2315.72,75.76,260.62,Rohn State LD10-68HN,909.9715693,3802.946984,
655,2400.0,17.005,73.791,2363.54,79.84,274.66,Rohn State LD10-68HN,909.9715693,3802.946984,121.0
656,2450.0,17.005,73.791,2411.35,83.92,288.7,Rohn State LD10-68HN,909.9715693,3802.946984,125.0
657,2500.0,17.005,73.791,2459.16,88.01,302.74,Rohn State LD10-68HN,909.9715693,3802.946984,130.0
658,2550.0,17.005,73.791,2506.98,92.09,316.78,Rohn State LD10-68HN,909.9715693,3802.946984,128.0
659,2600.0,17.005,73.791,2554.79,96.17,330.83,Rohn State LD10-68HN,909.9715693,3802.946984,
660,2650.0,17.005,73.791,2602.61,100.25,344.87,Rohn State LD10-68HN,909.9715693,3802.946984,140.0
661,2700.0,17.005,73.791,2650.42,104.33,358.91,Rohn State LD10-68HN,909.9715693,3802.946984,
662,2750.0,17.005,73.791,2698.23,108.42,372.95,Rohn State LD10-68HN,909.9715693,3802.946984,134.0
663,2800.0,17.005,73.791,2746.05,112.5,386.99,Rohn State LD10-68HN,909.9715693,3802.946984,
664,2850.0,17.005,73.791,2793.86,116.58,401.03,Rohn State LD10-68HN,909.9715693,3802.946984,131.0
665,2900.0,17.005,73.791,2841.68,120.66,415.07,Rohn State LD10-68HN,909.9715693,3802.946984,146.0
666,2950.0,17.005,73.791,2889.49,124.74,429.12,Rohn State LD10-68HN,909.9715693,3802.946984,202.0
667,3000.0,17.005,73.791,2937.3,128.82,443.16,Rohn State LD10-68HN,909.9715693,3802.946984,166.0
668,3050.0,17.005,73.791,2985.12,132.91,457.2,Rohn State LD10-68HN,909.9715693,3802.946984,
669,3100.0,17.005,73.791,3032.93,136.99,471.24,Rohn State LD10-68HN,909.9715693,3802.946984,160.0
670,3150.0,17.005,73.791,3080.75,141.07,485.28,Rohn State LD10-68HN,909.9715693,3802.946984,
671,3200.0,17.005,73.791,3128.56,145.15,499.32,Rohn State LD10-68HN,909.9715693,3802.946984,131.0
672,3250.0,17.005,73.791,3176.37,149.23,513.37,Rohn State LD10-68HN,909.9715693,3802.946984,
673,3300.0,17.005,73.791,3224.19,153.32,527.41,Rohn State LD10-68HN,909.9715693,3802.946984,126.0
674,3350.0,17.005,73.791,3272.0,157.4,541.45,Rohn State LD10-68HN,909.9715693,3802.946984,91.0
675,3400.0,17.005,73.791,3319.82,161.48,555.49,Rohn State LD10-68HN,909.9715693,3802.946984,109.0
676,3450.0,17.005,73.791,3367.63,165.56,569.53,Rohn State LD10-68HN,909.9715693,3802.946984,131.0
677,3500.0,17.005,73.791,3415.44,169.64,583.57,Rohn State LD10-68HN,909.9715693,3802.946984,
678,3550.0,17.005,73.791,3463.26,173.73,597.61,Rohn State LD10-68HN,909.9715693,3802.946984,126.0
679,3600.0,17.005,73.791,3511.07,177.81,611.66,Rohn State LD10-68HN,909.9715693,3802.946984,
680,3650.0,17.005,73.791,3558.89,181.89,625.7,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
681,3700.0,17.005,73.791,3606.7,185.97,639.74,Rohn State LD10-68HN,909.9715693,3802.946984,
682,3750.0,17.005,73.791,3654.51,190.05,653.78,Rohn State LD10-68HN,909.9715693,3802.946984,153.0
683,3800.0,17.005,73.791,3702.33,194.13,667.82,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
684,3850.0,17.005,73.791,3750.14,198.22,681.86,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
685,3900.0,17.005,73.791,3797.95,202.3,695.91,Rohn State LD10-68HN,909.9715693,3802.946984,146.0
686,3950.0,17.005,73.791,3845.77,206.38,709.95,Rohn State LD10-68HN,909.9715693,3802.946984,
687,4000.0,17.005,73.791,3893.58,210.46,723.99,Rohn State LD10-68HN,909.9715693,3802.946984,138.0
688,4050.0,17.005,73.791,3941.4,214.54,738.03,Rohn State LD10-68HN,909.9715693,3802.946984,
689,4056.04,17.005,73.791,3947.17,215.04,739.73,Rohn State LD10-68HN,909.9715693,3802.946984,
690,4100.0,16.125999999999998,73.791,3989.31,218.54,751.76,Rohn State LD10-68HN,909.9715693,3802.946984,121.0
691,4150.0,15.126,73.791,4037.46,222.29,764.69,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
692,4200.0,14.126,73.791,4085.84,225.82,776.82,Rohn State LD10-68HN,909.9715693,3802.946984,123.0
693,4250.0,13.126,73.791,4134.43,229.11,788.13,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
694,4300.0,12.126,73.791,4183.22,232.16,798.62,Rohn State LD10-68HN,909.9715693,3802.946984,144.0
695,4350.0,11.126,73.791,4232.19,234.97,808.3,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
696,4400.0,10.126,73.791,4281.34,237.54,817.15,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
697,4450.0,9.126,73.791,4330.63,239.88,825.18,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
698,4500.0,8.126,73.791,4380.07,241.97,832.38,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
699,4550.0,7.126,73.791,4429.62,243.82,838.75,Rohn State LD10-68HN,909.9715693,3802.946984,156.0
700,4600.0,6.126,73.791,4479.29,245.43,844.29,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
701,4650.0,5.126,73.791,4529.05,246.8,849.0,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
702,4700.0,4.126,73.791,4578.88,247.93,852.87,Rohn State LD10-68HN,909.9715693,3802.946984,172.0
703,4750.0,3.1260000000000003,73.791,4628.78,248.81,855.91,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
704,4800.0,2.126,73.791,4678.73,249.45,858.11,Rohn State LD10-68HN,909.9715693,3802.946984,143.0
705,4850.0,1.126,73.791,4728.71,249.85,859.47,Rohn State LD10-68HN,909.9715693,3802.946984,165.0
706,4900.0,0.126,73.791,4778.7,250.0,859.99,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
707,4906.3,0.0,0.0,4785.0,250.0,860.0,Rohn State LD10-68HN,909.9715693,3802.946984,
708,5167.3,0.0,0.0,5046.01,250.0,860.0,Rohn State LD10-68HN,909.9715693,3802.946984,
709,5200.0,2.616,88.434,5078.69,250.02,860.75,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
710,5250.0,6.6160000000000005,88.434,5128.52,250.13,864.77,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
711,5300.0,10.616,88.434,5177.95,250.34,872.25,Rohn State LD10-68HN,909.9715693,3802.946984,121.0
712,5350.0,14.616,88.434,5226.73,250.63,883.17,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
713,5400.0,18.616,88.434,5274.63,251.02,897.46,Rohn State LD10-68HN,909.9715693,3802.946984,156.0
714,5450.0,22.616,88.434,5321.42,251.51,915.05,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
715,5500.0,26.616,88.434,5366.87,252.07,935.87,Rohn State LD10-68HN,909.9715693,3802.946984,166.0
716,5550.0,30.616,88.434,5410.75,252.73,959.8,Rohn State LD10-68HN,909.9715693,3802.946984,137.0
717,5600.0,34.616,88.434,5452.86,253.47,986.73,Rohn State LD10-68HN,909.9715693,3802.946984,176.0
718,5650.0,38.616,88.434,5492.98,254.28,1016.54,Rohn State LD10-68HN,909.9715693,3802.946984,166.0
719,5700.0,42.61600000000001,88.434,5530.93,255.17,1049.07,Rohn State LD10-68HN,909.9715693,3802.946984,232.0
720,5750.0,46.61600000000001,88.434,5566.51,256.13,1084.17,Rohn State LD10-68HN,909.9715693,3802.946984,312.0
721,5800.0,50.61600000000001,88.434,5599.56,257.15,1121.66,Rohn State LD10-68HN,909.9715693,3802.946984,227.0
722,5850.0,54.61600000000001,88.434,5629.91,258.24,1161.37,Rohn State LD10-68HN,909.9715693,3802.946984,171.0
723,5900.0,58.61600000000001,88.434,5657.42,259.38,1203.09,Rohn State LD10-68HN,909.9715693,3802.946984,131.0
724,5950.0,62.61600000000001,88.434,5681.95,260.57,1246.64,Rohn State LD10-68HN,909.9715693,3802.946984,207.0
725,6000.0,66.616,88.434,5703.38,261.81,1291.78,Rohn State LD10-68HN,909.9715693,3802.946984,141.0
726,6050.0,70.616,88.434,5721.61,263.08,1338.31,Rohn State LD10-68HN,909.9715693,3802.946984,212.0
727,6100.0,74.616,88.434,5736.54,264.38,1386.0,Rohn State LD10-68HN,909.9715693,3802.946984,171.0
728,6150.0,78.616,88.434,5748.11,265.71,1434.62,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
729,6200.0,82.616,88.434,5756.26,267.06,1483.92,Rohn State LD10-68HN,909.9715693,3802.946984,107.0
730,6229.8,85.0,88.434,5759.48,267.87,1513.53,Rohn State LD10-68HN,909.9715693,3802.946984,
731,6250.0,85.0,88.434,5761.24,268.42,1533.65,Rohn State LD10-68HN,909.9715693,3802.946984,84.0
732,6300.0,85.0,88.434,5765.6,269.78,1583.44,Rohn State LD10-68HN,909.9715693,3802.946984,84.0
733,6304.8,85.0,88.434,5766.01,269.91,1588.22,Rohn State LD10-68HN,909.9715693,3802.946984,
734,6350.0,88.616,88.434,5768.53,271.14,1633.32,Rohn State LD10-68HN,909.9715693,3802.946984,99.0
735,6377.3,90.8,88.434,5768.67,271.89,1660.61,Rohn State LD10-68HN,909.9715693,3802.946984,
736,6400.0,90.8,88.434,5768.35,272.51,1683.3,Rohn State LD10-68HN,909.9715693,3802.946984,128.0
737,6450.0,90.8,88.434,5767.65,273.88,1733.28,Rohn State LD10-68HN,909.9715693,3802.946984,110.0
738,6500.0,90.8,88.434,5766.96,275.24,1783.25,Rohn State LD10-68HN,909.9715693,3802.946984,155.0
739,6550.0,90.8,88.434,5766.26,276.61,1833.23,Rohn State LD10-68HN,909.9715693,3802.946984,138.0
740,6600.0,90.8,88.434,5765.56,277.98,1883.21,Rohn State LD10-68HN,909.9715693,3802.946984,142.0
741,6650.0,90.8,88.434,5764.86,279.34,1933.18,Rohn State LD10-68HN,909.9715693,3802.946984,109.0
742,6700.0,90.8,88.434,5764.16,280.71,1983.16,Rohn State LD10-68HN,909.9715693,3802.946984,135.0
743,6750.0,90.8,88.434,5763.47,282.07,2033.14,Rohn State LD10-68HN,909.9715693,3802.946984,
744,6800.0,90.8,88.434,5762.77,283.44,2083.11,Rohn State LD10-68HN,909.9715693,3802.946984,159.0
745,6850.0,90.8,88.434,5762.07,284.81,2133.09,Rohn State LD10-68HN,909.9715693,3802.946984,
746,6900.0,90.8,88.434,5761.37,286.17,2183.07,Rohn State LD10-68HN,909.9715693,3802.946984,166.0
747,6950.0,90.8,88.434,5760.67,287.54,2233.04,Rohn State LD10-68HN,909.9715693,3802.946984,161.0
748,7000.0,90.8,88.434,5759.98,288.91,2283.02,Rohn State LD10-68HN,909.9715693,3802.946984,156.0
749,7050.0,90.8,88.434,5759.28,290.27,2332.99,Rohn State LD10-68HN,909.9715693,3802.946984,159.0
750,7100.0,90.8,88.434,5758.58,291.64,2382.97,Rohn State LD10-68HN,909.9715693,3802.946984,
751,7150.0,90.8,88.434,5757.88,293.01,2432.95,Rohn State LD10-68HN,909.9715693,3802.946984,146.0
752,7200.0,90.8,88.434,5757.18,294.37,2482.92,Rohn State LD10-68HN,909.9715693,3802.946984,
753,7250.0,90.8,88.434,5756.49,295.74,2532.9,Rohn State LD10-68HN,909.9715693,3802.946984,169.0
754,7300.0,90.8,88.434,5755.79,297.11,2582.88,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
755,7350.0,90.8,88.434,5755.09,298.47,2632.85,Rohn State LD10-68HN,909.9715693,3802.946984,166.0
756,7400.0,90.8,88.434,5754.39,299.84,2682.83,Rohn State LD10-68HN,909.9715693,3802.946984,158.0
757,7450.0,90.8,88.434,5753.69,301.2,2732.81,Rohn State LD10-68HN,909.9715693,3802.946984,160.0
758,7500.0,90.8,88.434,5752.99,302.57,2782.78,Rohn State LD10-68HN,909.9715693,3802.946984,172.0
759,7550.0,90.8,88.434,5752.3,303.94,2832.76,Rohn State LD10-68HN,909.9715693,3802.946984,
760,7600.0,90.8,88.434,5751.6,305.3,2882.74,Rohn State LD10-68HN,909.9715693,3802.946984,122.0
761,7650.0,90.8,88.434,5750.9,306.67,2932.71,Rohn State LD10-68HN,909.9715693,3802.946984,160.0
762,7700.0,90.8,88.434,5750.2,308.04,2982.69,Rohn State LD10-68HN,909.9715693,3802.946984,160.0
763,7750.0,90.8,88.434,5749.5,309.4,3032.66,Rohn State LD10-68HN,909.9715693,3802.946984,176.0
764,7800.0,90.8,88.434,5748.81,310.77,3082.64,Rohn State LD10-68HN,909.9715693,3802.946984,105.0
765,7850.0,90.8,88.434,5748.11,312.14,3132.62,Rohn State LD10-68HN,909.9715693,3802.946984,151.0
766,7900.0,90.8,88.434,5747.41,313.5,3182.59,Rohn State LD10-68HN,909.9715693,3802.946984,162.0
767,7950.0,90.8,88.434,5746.71,314.87,3232.57,Rohn State LD10-68HN,909.9715693,3802.946984,158.0
768,8000.0,90.8,88.434,5746.01,316.23,3282.55,Rohn State LD10-68HN,909.9715693,3802.946984,
769,8050.0,90.8,88.434,5745.32,317.6,3332.52,Rohn State LD10-68HN,909.9715693,3802.946984,159.0
770,8100.0,90.8,88.434,5744.62,318.97,3382.5,Rohn State LD10-68HN,909.9715693,3802.946984,
771,8150.0,90.8,88.434,5743.92,320.33,3432.48,Rohn State LD10-68HN,909.9715693,3802.946984,149.0
772,8200.0,90.8,88.434,5743.22,321.7,3482.45,Rohn State LD10-68HN,909.9715693,3802.946984,155.0
773,8250.0,90.8,88.434,5742.52,323.07,3532.43,Rohn State LD10-68HN,909.9715693,3802.946984,158.0
774,8300.0,90.8,88.434,5741.82,324.43,3582.41,Rohn State LD10-68HN,909.9715693,3802.946984,156.0
775,8350.0,90.8,88.434,5741.13,325.8,3632.38,Rohn State LD10-68HN,909.9715693,3802.946984,
776,8400.0,90.8,88.434,5740.43,327.17,3682.36,Rohn State LD10-68HN,909.9715693,3802.946984,153.0
777,8450.0,90.8,88.434,5739.73,328.53,3732.34,Rohn State LD10-68HN,909.9715693,3802.946984,124.0
778,8500.0,90.8,88.434,5739.03,329.9,3782.31,Rohn State LD10-68HN,909.9715693,3802.946984,129.0
779,8550.0,90.8,88.434,5738.33,331.27,3832.29,Rohn State LD10-68HN,909.9715693,3802.946984,122.0
780,8600.0,90.8,88.434,5737.64,332.63,3882.26,Rohn State LD10-68HN,909.9715693,3802.946984,125.0
781,8650.0,90.8,88.434,5736.94,334.0,3932.24,Rohn State LD10-68HN,909.9715693,3802.946984,126.0
782,8700.0,90.8,88.434,5736.24,335.36,3982.22,Rohn State LD10-68HN,909.9715693,3802.946984,136.0
783,8750.0,90.8,88.434,5735.54,336.73,4032.19,Rohn State LD10-68HN,909.9715693,3802.946984,128.0
784,8800.0,90.8,88.434,5734.84,338.1,4082.17,Rohn State LD10-68HN,909.9715693,3802.946984,156.0
785,8850.0,90.8,88.434,5734.15,339.46,4132.15,Rohn State LD10-68HN,909.9715693,3802.946984,159.0
