DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
3868,3.1727,3.2353,3.2501,3.3344,3.3363,299.9073,299.7327,0.1687,0.3082,123.1464,52.0356,166.7916,6.8999,0.0058,2.7717,2.4606,89.3214,0.0729,0.4211,5.1233,0,3.463,3.6648,0.6875,0.4663,2.3716,MATANUSKA
3867.5,3.0725,3.1494,3.1708,3.2565,3.2637,307.0806,306.4019,0.1854,0.2672,123.2007,56.1246,166.7673,6.9458,-0.0012,2.7888,2.4757,89.3214,0.073,0.4344,5.1825,0,3.4261,3.6612,1.1875,0.4667,2.3441,MATANUSKA
3867,3.0385,3.1102,3.1254,3.2257,3.2356,310.0122,309.0619,0.1914,0.2289,123.1507,56.8079,166.658,6.9725,-0.0054,2.8222,2.5051,89.3214,0.073,0.4316,5.1959,0,3.4664,3.6618,1.75,0.4663,2.3342,MATANUSKA
3866.5,3.0265,3.0958,3.104,3.1885,3.212,313.6232,311.3372,0.1907,0.2167,122.9903,59.3372,166.7296,6.9839,-0.0066,2.826,2.5085,89.3214,0.0731,0.4379,5.221,0,3.3949,3.6512,1.5,0.4652,2.3353,MATANUSKA
3866,2.9513,3.0311,3.0472,3.1366,3.1649,318.8156,315.962,0.1876,0.2258,123.2782,55.6264,166.8742,6.9839,-0.0052,2.6689,2.37,89.3214,0.0731,0.4537,5.2696,0,3.3603,3.6493,2.6875,0.4672,2.3405,MATANUSKA
3865.5,2.8752,2.959,2.978,3.0676,3.1001,325.9894,322.5692,0.1859,0.2347,123.9212,53.2978,166.8085,6.9839,-0.0031,2.7135,2.4093,89.3214,0.0732,0.4688,5.293,0,3.3157,3.6456,2.75,0.4717,2.3433,MATANUSKA
3865,2.8508,2.9358,2.9497,3.0396,3.0801,328.988,324.6686,0.1901,0.2326,124.4266,51.3562,166.9834,7.0068,-0.0047,2.7484,2.4401,89.3214,0.0733,0.4728,5.2423,0,3.3893,3.6423,3.3125,0.4752,2.3363,MATANUSKA
3864.5,2.8259,2.9182,2.9377,3.0261,3.0594,330.4543,326.8638,0.1905,0.2376,124.7728,50.5417,166.8104,6.9954,-0.007,2.7486,2.4403,89.3214,0.0733,0.4433,5.1543,0,3.3881,3.6463,2.4375,0.4776,2.3358,MATANUSKA
3864,2.785,2.8871,2.9174,3.0104,3.042,332.1804,328.73,0.1857,0.261,124.9584,51.7318,166.8982,6.9839,-0.008,2.7041,2.4011,89.3214,0.0734,0.4704,5.1194,0,3.3929,3.6402,3.8125,0.4789,2.3436,MATANUSKA
3863.5,2.7927,2.8811,2.9129,3.0086,3.0336,332.3766,329.64,0.1773,0.2958,124.2981,53.7762,166.8575,6.9839,-0.005,2.7982,2.484,89.3214,0.0734,0.4639,5.1712,0,3.389,3.6377,3.375,0.4743,2.3575,MATANUSKA
3863,2.8528,2.9475,2.9932,3.1029,3.1206,322.2821,320.4501,0.1718,0.3104,125.0153,54.3516,166.9663,6.9687,-0.001,2.8285,2.5107,89.3214,0.0735,0.4515,5.2397,0,3.4298,3.6317,2.9375,0.4793,2.3665,MATANUSKA
3862.5,2.8794,2.9567,3.0062,3.1162,3.1291,320.9084,319.5784,0.1646,0.3086,125.6194,51.764,166.8497,6.961,0.0043,2.7682,2.4576,89.3214,0.0736,0.4662,5.2386,0,3.3697,3.6263,2.8125,0.4835,2.3785,MATANUSKA
3862,2.8319,2.9008,2.9549,3.0667,3.063,326.0887,326.4802,0.1657,0.2848,125.5746,48.9389,166.9338,6.961,0.0048,2.7552,2.4461,89.3214,0.0736,0.4824,5.173,0,3.4623,3.6208,2.0625,0.4832,2.3765,MATANUSKA
3861.5,2.8614,2.9251,3.005,3.1238,3.1042,320.1275,322.145,0.169,0.2506,125.0058,46.75,166.8009,6.961,0.0033,2.9712,2.6364,89.3214,0.0737,0.4714,5.0857,0,3.6863,3.6202,2.3125,0.4792,2.3711,MATANUSKA
3861,3.0547,3.0984,3.1638,3.2884,3.2506,304.1027,307.6342,0.1739,0.229,123.4258,48.8967,166.9088,6.9725,0.0017,2.9153,2.5871,89.3214,0.0738,0.4313,5.015,0,3.7919,3.609,2.75,0.4682,2.3631,MATANUSKA
3860.5,3.3112,3.3413,3.3697,3.4672,3.4353,288.4198,291.0915,0.1785,0.2245,122.4179,47.2412,166.8882,6.961,0.0009,3.0572,2.7121,89.3214,0.0738,0.4729,4.9856,0,3.7354,3.6076,2.0625,0.4612,2.3554,MATANUSKA
3860,3.3219,3.4218,3.4588,3.5555,3.5295,281.2508,283.3245,0.1876,0.2238,123.0843,45.7036,166.9462,6.9725,-0.0003,2.8695,2.5468,89.3214,0.0739,0.4988,4.9742,0,3.4598,3.6055,3.0625,0.4659,2.3405,MATANUSKA
3859.5,2.9767,3.0713,3.0812,3.1308,3.104,319.4068,322.1662,0.2031,0.2065,124.3129,42.8748,166.9271,6.961,0.0006,2.5496,2.2648,89.3214,0.0739,0.4822,4.9127,0,3.2347,3.6014,2.75,0.4744,2.3148,MATANUSKA
3859,2.7039,2.846,2.873,2.9367,2.9078,340.5161,343.906,0.2111,0.1917,125.5489,43.516,166.8898,6.9725,0.0031,2.5873,2.2981,89.3214,0.074,0.4919,4.7835,0,3.1998,3.5936,3,0.483,2.3017,MATANUSKA
3858.5,2.6588,2.7833,2.7933,2.8626,2.8423,349.3332,351.8268,0.2132,0.1883,125.7752,44.6987,166.9858,6.9725,0.0026,2.653,2.356,89.3214,0.0741,0.4798,4.6421,0,3.2985,3.5906,2.5625,0.4846,2.2982,MATANUSKA
3858,2.743,2.8577,2.8435,2.9112,2.8803,343.5063,347.1852,0.2069,0.1868,125.6857,45.1138,166.8813,6.9725,-0.0019,2.7251,2.4196,89.3214,0.0741,0.5162,4.5366,0,3.3663,3.5894,2.375,0.4839,2.3086,MATANUSKA
3857.5,2.8693,2.995,2.9932,3.0973,3.0668,322.8614,326.0751,0.1983,0.1857,125.2904,46.5409,166.9492,6.9839,-0.006,2.846,2.5261,89.3214,0.0742,0.5242,4.4522,0,3.5639,3.5774,2.625,0.4812,2.3228,MATANUSKA
3857,3.0889,3.2613,3.2672,3.3884,3.4078,295.1204,293.4411,0.1896,0.2068,124.4286,45.2399,166.8677,6.9763,-0.0059,3.3246,2.9476,89.3214,0.0743,0.4965,4.4399,0,4.025,3.5742,2.6875,0.4752,2.3372,MATANUSKA
3856.5,3.3922,3.576,3.5854,3.7468,3.8171,266.8973,261.9781,0.1839,0.2466,123.9741,46.117,166.8991,6.9763,-0.0055,3.4887,3.0921,89.3214,0.0743,0.4849,4.5832,0,3.9494,3.569,2.9375,0.472,2.3465,MATANUSKA
3856,3.4146,3.6197,3.6688,3.8091,3.9428,262.527,253.6277,0.174,0.2818,123.6574,45.6439,166.9622,6.9725,-0.0023,2.7861,2.4734,89.3214,0.0744,0.4404,4.907,0,3.7906,3.562,2.5625,0.4698,2.3628,MATANUSKA
3855.5,3.4767,3.7559,3.827,4.0036,4.1853,249.7746,238.9329,0.1684,0.276,123.4716,46.9449,166.9019,6.961,-0.0008,2.9755,2.6402,89.3214,0.0744,0.4824,5.1596,0,3.7153,3.5539,2.1875,0.4686,2.3721,MATANUSKA
3855,3.5528,3.84,3.9788,4.2139,4.3771,237.309,228.4599,0.1677,0.2569,124.0638,45.1717,166.9526,6.9687,-0.0031,3.3595,2.9784,89.3214,0.0745,0.4729,5.2484,0,4.1434,3.5498,3.25,0.4727,2.3734,MATANUSKA
3854.5,3.7949,3.8018,4.0228,4.287,4.4457,233.266,224.9346,0.1763,0.2552,123.8646,46.2362,166.9608,6.961,-0.0106,3.7095,3.2866,89.3214,0.0746,0.4426,5.215,0,4.5049,3.5372,2.9375,0.4713,2.3591,MATANUSKA
3854,3.7938,3.8749,4.0381,4.3429,4.4571,230.2595,224.3613,0.1745,0.2853,123.0602,48.1285,167.0335,6.961,-0.0104,3.7554,3.3269,89.3214,0.0746,0.4426,5.2214,0,4.6301,3.5389,3.75,0.4657,2.3621,MATANUSKA
3853.5,3.6594,3.8331,4.0306,4.3374,4.4242,230.5508,226.0304,0.1657,0.3225,124.5616,49.4374,166.9018,6.9305,-0.0029,3.5711,3.1647,89.3214,0.0747,0.4459,5.2257,0,4.1353,3.5332,3.25,0.4761,2.3766,MATANUSKA
3853,3.3998,3.5887,3.7272,3.9653,4.0097,252.1869,249.3959,0.138,0.3629,125.4156,49.4285,166.9542,6.9381,0.0209,2.9572,2.624,89.3214,0.0748,0.4339,5.0969,0,3.8229,3.5271,2.9375,0.4821,2.4223,MATANUSKA
3852.5,3.0997,3.3217,3.4144,3.6152,3.6382,276.6071,274.8588,0.1363,0.3949,125.1111,51.0843,166.9068,6.8923,0.0281,2.8672,2.5447,89.3214,0.0748,0.4596,4.9336,0,3.5384,3.5228,-0.875,0.4799,2.4251,MATANUSKA
3852,3.0498,3.2742,3.3447,3.5325,3.5183,283.0876,284.2245,0.1405,0.4209,124.8134,51.3208,167.0054,6.8236,0.0243,2.9116,2.5839,89.3214,0.0749,0.496,4.9083,0,3.608,3.5166,-1.8125,0.4779,2.4181,MATANUSKA
3851.5,3.1341,3.325,3.3634,3.5379,3.5157,282.6568,284.4377,0.1589,0.4109,123.1079,49.0012,166.9064,6.858,0.0086,2.9867,2.65,89.3214,0.0749,0.4814,5.0884,0,3.6982,3.5128,0.625,0.466,2.3879,MATANUSKA
3851,3.2324,3.3983,3.4451,3.5949,3.5553,278.1725,281.2697,0.1666,0.3741,121.1644,46.8723,166.9108,6.8694,0.0005,3.1326,2.7785,89.3214,0.075,0.4598,5.3452,0,3.8061,3.5037,0.875,0.4525,2.3752,MATANUSKA
3850.5,3.353,3.5051,3.5707,3.6826,3.6398,271.544,274.744,0.1633,0.3254,121.4821,47.2182,166.921,6.9267,0.0037,3.1467,2.7909,89.3214,0.0751,0.4669,5.4985,0,3.8852,3.5047,0.625,0.4547,2.3805,MATANUSKA
3850,3.4738,3.5985,3.6647,3.8181,3.7412,261.9113,267.294,0.169,0.2717,121.445,48.3641,166.8375,6.9152,0.0053,3.1518,2.7955,89.3214,0.0751,0.4557,5.4808,0,3.8865,3.4974,-0.5,0.4545,2.3712,MATANUSKA
3849.5,3.541,3.635,3.717,3.87,3.786,258.3972,264.1299,0.159,0.2312,120.7231,46.7083,166.8763,6.9152,0.0128,3.1343,2.78,89.3214,0.0752,0.4255,5.2533,0,3.9478,3.4895,-1.25,0.4495,2.3877,MATANUSKA
3849,3.6179,3.7152,3.7746,3.9292,3.8471,254.5044,259.9364,0.1501,0.2077,119.6852,46.2649,166.8699,6.8809,0.0242,3.2492,2.8812,89.3214,0.0752,0.4523,4.8881,0,3.9554,3.4921,0.6875,0.4423,2.4024,MATANUSKA
3848.5,3.6277,3.7487,3.8126,3.9738,3.8563,251.6495,259.3189,0.1518,0.2092,118.601,46.7294,166.8632,6.8694,0.0207,3.2083,2.8451,89.3214,0.0753,0.4615,4.5921,0,3.9514,3.4844,0.8125,0.4347,2.3995,MATANUSKA
3848,3.5648,3.6934,3.7381,3.8721,3.7919,258.26,263.7179,0.1647,0.2293,119.3226,47.5573,166.8832,6.8923,0.0112,3.1,2.7498,89.3214,0.0754,0.4357,4.5066,0,3.7838,3.4823,1.3125,0.4397,2.3783,MATANUSKA
3847.5,3.4435,3.5578,3.6,3.7295,3.702,268.1311,270.1252,0.189,0.2245,120.1904,46.3538,166.5307,6.9152,-0.0065,2.9274,2.5978,89.3214,0.0754,0.464,4.6076,0,3.683,3.4792,1.1875,0.4458,2.3381,MATANUSKA
3847,3.3106,3.4394,3.4685,3.5855,3.5852,278.9047,278.9226,0.1943,0.1941,120.5921,49.674,166.6797,6.961,-0.0071,2.9271,2.5975,89.3214,0.0755,0.4383,4.6431,0,3.6307,3.4735,1.3125,0.4486,2.3294,MATANUSKA
3846.5,3.2596,3.3901,3.4211,3.5481,3.5666,281.8407,280.38,0.184,0.1588,121.3357,51.0842,166.5713,6.961,-0.001,2.9645,2.6305,89.3214,0.0755,0.4141,4.4977,0,3.619,3.4687,2.4375,0.4537,2.3464,MATANUSKA
3846,3.2971,3.4159,3.4517,3.5856,3.6361,278.893,275.0165,0.1659,0.1582,121.2395,49.4284,166.437,6.9496,0.0058,2.9256,2.5962,89.3214,0.0756,0.4584,4.2582,0,3.6465,3.4698,2.3125,0.4531,2.3763,MATANUSKA
3845.5,3.3436,3.4594,3.4948,3.6314,3.6954,275.3747,270.6069,0.1694,0.2135,121.1382,47.063,166.5671,6.9496,0.0034,2.9829,2.6467,89.3214,0.0757,0.4593,4.1753,0,3.6349,3.4606,2.8125,0.4523,2.3706,MATANUSKA
3845,3.3667,3.4722,3.5198,3.6667,3.7453,272.7221,267.0006,0.1826,0.2581,121.5899,43.3986,166.5143,6.961,-0.0004,2.94,2.6089,89.3214,0.0757,0.4408,4.3145,0,3.6435,3.459,1.9375,0.4555,2.3487,MATANUSKA
3844.5,3.3315,3.4416,3.5019,3.6535,3.7369,273.7079,267.6047,0.1986,0.2682,121.7559,46.2371,166.4921,6.9839,-0.0048,2.9169,2.5885,89.3214,0.0758,0.436,4.5832,0,3.6198,3.4515,3.4375,0.4566,2.3224,MATANUSKA
3844,3.3027,3.4114,3.4793,3.6354,3.7116,275.0712,269.4272,0.1974,0.2268,121.5036,46.7623,166.3183,6.9725,0.0029,2.926,2.5966,89.3214,0.0758,0.4731,4.744,0,3.6765,3.4503,3.8125,0.4549,2.3244,MATANUSKA
3843.5,3.3135,3.4168,3.4781,3.6423,3.7062,274.5552,269.8173,0.1914,0.2008,120.9064,49.0164,166.3141,6.961,0.0033,3.0357,2.6932,89.3214,0.0759,0.4578,4.747,0,3.7344,3.4451,3.4375,0.4507,2.3343,MATANUSKA
3843,3.3575,3.4425,3.4938,3.651,3.708,273.9002,269.6879,0.1867,0.2056,120.3114,51.027,166.3571,6.961,0.0073,3.0339,2.6916,89.3214,0.076,0.4318,4.6319,0,3.6885,3.4391,2.9375,0.4466,2.3419,MATANUSKA
3842.5,3.3248,3.4295,3.4843,3.6335,3.6722,275.2193,272.313,0.1817,0.2268,120.1301,47.4194,166.2533,6.9496,0.0024,2.8869,2.5621,89.3214,0.076,0.4252,4.5385,0,3.6074,3.4322,2.1875,0.4453,2.3502,MATANUSKA
3842,3.2249,3.3234,3.3677,3.499,3.528,285.7963,283.4483,0.1833,0.2334,120.2648,46.5672,166.3645,6.961,0.0015,2.8367,2.5179,89.3214,0.0761,0.4356,4.5058,0,3.5456,3.4332,6.0625,0.4463,2.3476,MATANUSKA
3841.5,3.1425,3.2236,3.2716,3.3811,3.3926,295.7647,294.7569,0.1801,0.2371,120.8653,41.4745,166.3447,6.961,-0.0011,2.8614,2.5396,89.3214,0.0762,0.4466,4.5409,0,3.5417,3.4246,4.0625,0.4505,2.3528,MATANUSKA
3841,3.1153,3.1897,3.2462,3.3417,3.3395,299.2462,299.4459,0.1698,0.2478,121.132,44.557,166.332,6.961,0.0005,2.8861,2.5614,89.3214,0.0762,0.4383,4.6325,0,3.6405,3.4225,2.9375,0.4523,2.3698,MATANUSKA
3840.5,3.1536,3.1862,3.2446,3.3252,3.3096,300.7367,302.1545,0.1551,0.2677,121.1839,45.3749,166.1954,6.9839,0.0029,3.125,2.7718,89.3214,0.0763,0.4379,4.7685,0,3.8166,3.4173,3.625,0.4527,2.3941,MATANUSKA
3840,3.2552,3.2698,3.3184,3.3955,3.3891,294.5112,295.0654,0.1515,0.2652,120.6413,47.9839,166.2074,7.0068,-0.0003,3.4721,3.0776,89.3214,0.0763,0.4321,4.8799,0,4.2124,3.4159,2.625,0.4489,2.4,MATANUSKA
3839.5,3.4021,3.3916,3.4468,3.5091,3.4589,284.9712,289.1115,0.1571,0.2361,119.649,47.9839,166.2035,7.0068,-0.0045,3.8101,3.3751,89.3214,0.0764,0.4507,4.8789,0,4.4225,3.4074,3.3125,0.442,2.3908,MATANUSKA
3839,3.5509,3.5334,3.5452,3.5744,3.4815,279.7664,287.2363,0.1685,0.1948,119.2958,49.6649,166.4475,7.0068,-0.0067,3.6081,3.1973,89.3214,0.0765,0.4477,4.7569,0,4.3857,3.4002,3.9375,0.4396,2.3719,MATANUSKA
3838.5,3.7849,3.7121,3.7505,3.7732,3.5947,265.0257,278.1904,0.18,0.1729,119.3144,50.3745,166.2953,7.0068,-0.0062,3.3911,3.0062,89.3214,0.0765,0.4635,4.6167,0,4.2332,3.3998,3.375,0.4397,2.353,MATANUSKA
3838,4.0975,4.0426,4.0167,4.0177,3.7854,248.9011,264.1739,0.1905,0.1722,120.2216,49.2442,166.4834,7.0068,-0.0056,3.2318,2.8659,89.3214,0.0766,0.481,4.5702,0,3.9275,3.3892,3.25,0.446,2.3356,MATANUSKA
3837.5,4.1229,4.1115,4.088,4.0246,3.8239,248.4711,261.5156,0.1889,0.2,121.2182,48.7802,166.4973,7.0068,-0.0035,2.8708,2.548,89.3214,0.0766,0.4648,4.652,0,3.7028,3.3853,2.1875,0.4529,2.3383,MATANUSKA
3837,3.8215,3.823,3.7473,3.6929,3.547,270.7902,281.9272,0.1801,0.2345,121.4885,46.7696,166.44,7.0068,-0.0031,2.9286,2.5989,89.3214,0.0767,0.502,4.8931,0,3.7586,3.3841,2,0.4548,2.3528,MATANUSKA
3836.5,3.5835,3.6366,3.5636,3.5387,3.4437,282.5877,290.3846,0.1698,0.2529,121.7286,45.0037,166.5882,7.0068,-0.005,3.3524,2.9721,89.3214,0.0768,0.4487,5.299,0,3.933,3.3785,1.6875,0.4564,2.3699,MATANUSKA
3836,3.4992,3.5205,3.4479,3.4358,3.3794,291.055,295.9109,0.1674,0.2345,121.1477,43.5844,166.5486,7.0068,-0.0087,3.328,2.9506,89.3214,0.0768,0.4423,5.7505,0,4.2088,3.3711,0.8125,0.4524,2.3739,MATANUSKA
3835.5,3.5095,3.5114,3.434,3.4385,3.4054,290.826,293.6502,0.1637,0.2033,119.9298,42.7493,166.7844,7.0068,-0.0085,3.4666,3.0727,89.3214,0.0769,0.4038,6.0622,0,4.2343,3.3651,2,0.444,2.3799,MATANUSKA
3835,3.6752,3.7007,3.6287,3.662,3.6854,273.0723,271.3403,0.1568,0.2027,118.798,47.9365,166.696,7.0183,-0.0046,3.7119,3.2887,89.3214,0.0769,0.4157,6.1112,0,4.4681,3.3567,1.875,0.4361,2.3913,MATANUSKA
3834.5,3.8562,3.887,3.8172,3.8575,3.9213,259.2363,255.0191,0.1607,0.2133,117.8572,48.2913,166.8595,7.0183,-0.0057,3.8246,3.388,89.3214,0.077,0.4382,6.0036,0,4.5345,3.3517,2.75,0.4296,2.3848,MATANUSKA
3834,3.8695,3.9528,3.9076,3.9734,4.1029,251.6737,243.7319,0.1678,0.2124,117.2209,48.9347,166.8795,6.9916,-0.0081,3.4909,3.0941,89.3214,0.0771,0.4145,5.7993,0,4.324,3.3565,2.6875,0.4251,2.3732,MATANUSKA
3833.5,3.78,3.8857,3.8886,3.9856,4.1604,250.9049,240.3623,0.1698,0.1887,117.2321,46.617,166.7502,6.9839,-0.0082,3.1848,2.8245,89.3214,0.0771,0.4144,5.4858,0,4.0913,3.3425,2.9375,0.4252,2.3699,MATANUSKA
3833,3.6949,3.8741,3.9025,4.0326,4.2374,247.9797,235.9916,0.1599,0.1753,117.6712,48.0363,166.8625,6.9381,-0.0047,3.1512,2.7949,89.3214,0.0772,0.4421,5.1045,0,3.9464,3.3446,3.3125,0.4283,2.3862,MATANUSKA
3832.5,3.7249,3.8825,3.9406,4.1022,4.3673,243.7693,228.9727,0.144,0.202,117.5692,49.471,166.8806,6.9381,-0.0016,3.2762,2.905,89.3214,0.0772,0.4315,4.8393,0,4.1404,3.3389,2.375,0.4276,2.4124,MATANUSKA
3832,3.8536,3.985,4.0755,4.3262,4.6193,231.1479,216.4849,0.1362,0.2512,117.3366,49.0158,166.9441,6.9381,-0.0028,3.5373,3.1349,89.3214,0.0773,0.417,4.8819,0,4.3377,3.3316,2.75,0.4259,2.4253,MATANUSKA
3831.5,4.1351,4.2873,4.4372,4.7309,4.9776,211.3764,200.9004,0.135,0.2811,114.7927,45.7953,167.0643,6.9458,-0.004,3.6538,3.2375,89.3214,0.0773,0.4265,5.1623,0,4.6048,3.3234,2.5625,0.4083,2.4272,MATANUSKA
3831,4.5213,4.6184,4.8021,5.1351,5.3929,194.7381,185.4305,0.1381,0.2657,113.4149,44.7811,167.0095,6.9534,-0.0034,3.7587,3.33,89.3214,0.0774,0.3971,5.4582,0,4.6565,3.3207,3.125,0.3987,2.4221,MATANUSKA
3830.5,4.8452,4.8957,5.1172,5.4937,5.733,182.0267,174.4273,0.1424,0.2248,111.9073,42.4771,167.1206,6.9725,-0.0015,3.8003,3.3665,89.3214,0.0775,0.4041,5.573,0,4.8178,3.3171,3.3125,0.3882,2.4151,MATANUSKA
3830,5.0257,5.2218,5.4444,5.8496,6.0705,170.9516,164.7317,0.151,0.1971,111.7182,44.6331,167.1237,6.9763,-0.0018,4.2743,3.7838,89.3214,0.0775,0.4289,5.4954,0,5.0748,3.3145,2.75,0.3869,2.4009,MATANUSKA
3829.5,5.0745,5.4249,5.682,6.1363,6.232,162.9648,160.4612,0.1565,0.2076,112.9332,46.5303,167.0511,6.9687,-0.0023,4.132,3.6586,89.3214,0.0776,0.4009,5.3588,0,4.8878,3.3146,3.9375,0.3954,2.3917,MATANUSKA
3829,4.7432,5.0922,5.2941,5.6281,5.7036,177.6814,175.3286,0.1544,0.243,113.0172,49.7893,167.0309,6.9725,-0.0013,3.6183,3.2063,89.3214,0.0776,0.3844,5.3038,0,4.6889,3.3119,3.0625,0.396,2.3952,MATANUSKA
3828.5,4.3574,4.7766,4.9819,5.2587,5.3804,190.1614,185.8582,0.1536,0.269,113.1002,49.1898,167.0766,6.9839,-0.0023,3.6417,3.2269,89.3214,0.0777,0.4398,5.3952,0,4.6185,3.3054,4.375,0.3965,2.3965,MATANUSKA
3828,4.2398,4.6006,4.7281,4.9457,5.0759,202.1966,197.0089,0.1595,0.2474,112.8034,49.8605,166.9636,7.0068,-0.0051,3.9357,3.4857,89.3214,0.0777,0.4104,5.5235,0,4.6768,3.295,3.3125,0.3945,2.3868,MATANUSKA
3827.5,4.2345,4.5733,4.7564,4.9646,5.0929,201.4279,196.3516,0.1708,0.1822,112.5348,46.8224,166.9915,7.0603,-0.0092,3.6691,3.2511,89.3214,0.0778,0.4082,5.4357,0,4.6001,3.2939,3.0625,0.3926,2.3681,MATANUSKA
3827,4.2897,4.4583,4.704,4.9062,5.0484,203.8243,198.0821,0.1647,0.134,112.0726,47.4134,167.1282,7.0756,-0.0074,3.5247,3.1239,89.3214,0.0778,0.4155,5.0615,0,4.5009,3.2894,2.3125,0.3894,2.3782,MATANUSKA
3826.5,4.517,4.6462,4.918,5.1363,5.3238,194.6931,187.8361,0.152,0.1459,111.079,47.5735,167.149,7.0756,-0.0055,3.8357,3.3977,89.3214,0.0779,0.4048,4.6217,0,4.7116,3.2892,1.6875,0.3825,2.3992,MATANUSKA
3826,4.8469,4.8995,5.1771,5.4693,5.6249,182.8395,177.7816,0.1436,0.2039,109.8724,47.5735,166.9986,7.0641,-0.0062,3.9638,3.5105,89.3214,0.078,0.3988,4.4196,0,4.7553,3.2876,2.625,0.3741,2.413,MATANUSKA
3825.5,5.2533,5.1434,5.3905,5.7379,5.8868,174.2811,169.8718,0.1463,0.2505,109.3358,45.9261,166.9798,7.0679,-0.0086,3.6666,3.2504,89.3214,0.078,0.4211,4.4831,0,4.7411,3.2752,2.0625,0.3704,2.4085,MATANUSKA
3825,5.3559,5.4013,5.5103,5.8954,6.0225,169.6249,166.0427,0.1473,0.2686,110.163,45.9203,167.2335,7.1061,-0.0078,3.732,3.3183,89.3214,0.0781,0.4295,4.6211,0.01,4.592,3.276,2.0625,0.3761,2.4069,MATANUSKA
3824.5,4.762,5.003,5.1184,5.4588,5.4837,183.1899,182.3573,0.1469,0.274,111.9615,48.5691,167.2135,7.0985,-0.0062,3.6607,3.2437,89.3214,0.0781,0.421,4.7342,0,4.5623,3.2683,1.875,0.3886,2.4077,MATANUSKA
3824,4.3274,4.589,4.5306,4.7748,4.7975,209.433,208.4408,0.1432,0.267,114.0442,49.0422,167.111,7.0985,-0.0036,3.5255,3.1246,89.3214,0.0782,0.4274,4.7985,0,4.3995,3.2679,2.4375,0.4031,2.4138,MATANUSKA
3823.5,3.9584,4.2351,4.1799,4.4221,4.4745,226.1385,223.4898,0.1498,0.2317,115.6326,46.4513,167.3038,7.0985,-0.0044,3.3369,2.9585,89.3214,0.0782,0.4279,4.7691,0,4.142,3.2679,3.5,0.4141,2.4028,MATANUSKA
3823,3.6963,3.8695,3.8384,3.8854,3.9752,257.374,251.5621,0.1595,0.1963,116.1342,43.5291,167.2727,7.0832,-0.0015,3.1672,2.8091,89.3214,0.0783,0.4483,4.6527,0,4.0992,3.2617,3.4375,0.4176,2.3868,MATANUSKA
3822.5,3.6371,3.7759,3.8321,3.9324,3.9957,254.3001,250.2669,0.1712,0.1958,116.2019,46.24,167.2431,7.0832,-0.0026,3.402,3.0158,89.3214,0.0784,0.4704,4.6017,0,4.1529,3.259,3.5,0.4181,2.3675,MATANUSKA
3822,3.8297,3.9443,4.0077,4.0993,4.1698,243.9423,239.8189,0.1736,0.2263,115.4916,47.4541,167.4205,7.0832,-0.004,3.4997,3.1019,89.3214,0.0784,0.4529,4.7093,0,4.3407,3.2559,2.9375,0.4131,2.3636,MATANUSKA
3821.5,3.9897,4.0825,4.1483,4.2421,4.3398,235.7307,230.4248,0.1698,0.2623,114.2468,48.7551,167.2907,7.087,-0.0085,3.5958,3.1865,89.3214,0.0785,0.4525,4.9411,0,4.3828,3.2512,3.3125,0.4045,2.3699,MATANUSKA
3821,4.012,4.0926,4.1881,4.3108,4.3959,231.9742,227.4869,0.1601,0.2941,113.8028,45.9469,167.3927,7.0756,-0.0085,3.5237,3.123,89.3214,0.0785,0.4546,5.1476,0,4.3896,3.2461,2.1875,0.4014,2.3859,MATANUSKA
3820.5,4.0008,4.0773,4.2016,4.34,4.4219,230.4171,226.1495,0.164,0.3079,114.3198,46.9748,167.6109,7.0756,-0.0096,3.4807,3.0852,89.3214,0.0786,0.4313,5.2891,0,4.3501,3.2393,1.75,0.405,2.3794,MATANUSKA
3820,4.0365,4.1174,4.2579,4.4032,4.4802,227.1075,223.2023,0.1713,0.2931,115.236,46.3834,167.4755,7.0641,-0.0096,3.6385,3.2241,89.3214,0.0786,0.4302,5.3546,0,4.3605,3.2335,0.8125,0.4114,2.3674,MATANUSKA
3819.5,4.1827,4.2376,4.3807,4.5397,4.6242,220.2775,216.2518,0.179,0.2548,116.4503,46.273,167.5945,7.0527,-0.0084,3.5115,3.1123,89.3214,0.0787,0.4128,5.3331,0,4.3837,3.2438,0.5625,0.4198,2.3546,MATANUSKA
3819,4.3157,4.3371,4.4953,4.6661,4.7377,214.3103,211.0737,0.1729,0.2325,115.932,45.6866,167.9035,7.0527,-0.0041,3.5626,3.1573,89.3214,0.0788,0.4189,5.254,0,4.3517,3.2356,0.625,0.4162,2.3647,MATANUSKA
3818.5,4.4416,4.4365,4.6073,4.7893,4.8558,208.8009,205.9389,0.1586,0.2276,114.6606,46.9876,167.7623,7.0603,0.0013,3.6382,3.2238,89.3214,0.0788,0.4404,5.1478,0,4.6262,3.2373,2,0.4074,2.3883,MATANUSKA
3818,4.5378,4.5845,4.715,4.8905,4.9638,204.4801,201.4572,0.1523,0.2345,113.1778,49.6364,167.6102,7.0527,0.0027,3.8977,3.4523,89.3214,0.0789,0.4176,5.0608,0,4.7652,3.2373,1.875,0.3971,2.3987,MATANUSKA
