,APINO,Surface hole latitude (NAD83),Surface hole longitude (NAD83),Bottom hole latitude (NAD83),Bottom hole longitude (NAD83),Total vertical depth at bottom hole (ft),Number of frac stages,Total slurry (bbl),Total proppant (lb),Surface-to-bottom hole length (ft),Producing interval length (ft),Lateral azimuth (°),First 18 months oil (bbl),IP oil API gravity (°),Average gas-oil ratio (ft3/bbl),Calculated top of reservoir temperature (°F),API number,Company,Well type,WSGS reservoir
433,933884,43.38256,-105.57422,43.40165,-105.57534,11448.0,26.0,95253.0,6253080.0,6962.105574,6082.0,356.642336,91102.0,50.6,5280.0,216.20302862173915,417,8,1,0
434,934317,42.9325,-105.28195,42.91314,-105.27364,11257.6,19.0,92577.8,7281608.0,7396.018756,7140.0,156.769271,97124.64019851117,44.8,3889.035667,262.9844,418,6,1,0
435,934499,42.86362,-105.16634,42.84042,-105.15794,10968.66,27.0,85183.4538927739,10520734.0,8747.058814,7940.0,160.09625,97124.64019851117,45.4,15044.520548,216.20302862173915,419,6,1,0
436,934500,42.86354,-105.16634,42.84049,-105.14803,10902.06,29.0,85183.4538927739,11466033.0,9726.755901,8478.0,141.537773,97124.64019851117,48.2,19211.895911,216.20302862173915,420,6,1,0
437,935213,43.39051,-105.50686,43.36975,-105.50282,11068.78,30.0,176411.7,13546977.0,7639.993766,6839.0,168.987595,97124.64019851117,40.0,2190.645108,216.20302862173915,421,7,1,0
438,935462,42.93012,-104.96717,42.95795,-104.97137,9444.4,27.0,128933.0,9120280.0,10201.361035,6018.0,351.417898,97124.64019851117,43.0,2432.063264,216.20302862173915,422,4,1,1
439,935600,43.34714,-105.49586,43.31895,-105.49831,11278.14,40.0,154722.6,10849528.0,10291.944793,9271.0,184.96711,97124.64019851117,42.0,1735.559567,216.20302862173915,423,7,1,0
440,935601,43.34724,-105.49573,43.31902,-105.48727,11255.15,40.0,126165.0,8945750.0,10525.545436,9617.0,163.311933,97124.64019851117,42.0,1413.280476,216.20302862173915,424,7,1,0
441,935656,43.34844,-105.51616,43.37644,-105.51292,11158.21,40.0,181974.0,10062780.0,10238.429169,9319.0,6.600585,97124.64019851117,42.0,1844.360902,216.20302862173915,425,7,1,0
442,935873,43.34718,-105.50722,43.36914,-105.50247,11108.85,31.0,124229.3,8135853.0,8100.419096,7148.0,12.205184,97124.64019851117,42.0,2129.391602,216.20302862173915,426,7,1,0
443,936308,43.36117,-105.44694,43.33364,-105.44777,10941.15,40.0,157146.0,10484930.0,10033.232736,9320.0,181.726883,97124.64019851117,42.0,1294.067068,216.20302862173915,427,7,1,0
444,1929723,43.5759,-106.0525,43.5876,-106.0557,12245.12,13.0,40386.0,2907625.0,4346.941259,3756.0,344.703453,98232.0,43.0,1034.42029,218.793493,428,26,1,0
445,1929847,43.5887,-106.09399,43.5766,-106.09106,12504.0,13.0,51262.0,2389607.0,4477.069128,3841.0,166.387914,54160.0,39.7,921.450151,186.061866,429,26,1,0
446,1929849,43.60568,-106.02121,43.61786,-106.02086,12371.0,18.0,85183.4538927739,3028568.0,4439.365615,3192.0,1.645977,62704.0,38.5,1166.950596,226.020086,430,7,1,0
447,1929887,43.58865,-106.09407,43.60231,-106.09108,12499.84,13.0,59390.0,2940853.0,5040.351888,3529.0,12.346592,31023.0,39.4,747.933884,216.20302862173915,431,26,1,0
448,1929924,43.58919,-106.06837,43.60209,-106.07582,12323.0,14.0,67579.0,3223911.0,5098.086241,4029.0,329.992734,813.0,36.0,3793.8328290086765,216.20302862173915,432,26,1,0
449,1929925,43.58911,-106.06836,43.57689,-106.0757,12279.0,14.0,59317.0,3403160.0,4858.972354,3780.0,210.991329,68236.0,35.6,984.513274,216.20302862173915,433,26,1,0
450,1929944,43.69252,-106.12258,43.70264,-106.12567,12041.77,13.0,48248.0,2656987.0,3777.264557,3354.0,343.020684,11462.0,39.0,693.877551,216.20302862173915,434,26,1,0
451,1929950,43.94941,-106.43318,43.96233,-106.44001,12532.0,17.0,55554.0,2209997.0,5040.380105,4287.0,332.137378,5399.0,42.65357142857142,500.0,242.788878,435,3,1,0
452,1929953,43.60633,-106.03896,43.59152,-106.04044,12272.27,12.0,85183.4538927739,6250328.0,5410.990101,4429.0,185.706763,38125.0,39.0,1540.0,182.060314,436,7,1,0
453,1929955,43.63416,-106.04268,43.62119,-106.0403,12167.6,12.0,85183.4538927739,5851240.0,4768.105424,4115.0,169.601882,8029.0,39.0,5200.0,183.040692,437,7,1,0
454,1929956,43.60629,-106.04073,43.61861,-106.04085,12282.68,11.0,85183.4538927739,5137017.0,4489.541977,3935.0,359.441942,26558.0,39.0,650.0,216.20302862173915,438,7,1,0
455,1929985,43.57261,-106.18277,43.56135,-106.18428,6186.4,7.0,3695.0,671740.0,4122.697334,1680.0,187.637968,4584.0,38.8,3793.8328290086765,216.20302862173915,439,16,1,0
456,1929986,43.57433,-106.0538,43.56166,-106.05242,12303.45,15.0,85183.4538927739,2283830.0,4631.400768,3914.0,173.783922,85353.0,41.8,1172.962227,216.20302862173915,440,18,1,0
457,1930015,43.53142,-106.0185,43.50338,-106.02321,12389.44,30.0,105679.0,4412065.0,10293.680579,9524.0,189.535205,135239.0,38.4,1310.452418,250.39735,441,18,1,0
458,1930109,43.53084,-106.05373,43.55703,-106.05329,12658.42,30.0,103558.0,4417986.0,9544.30193,8628.0,0.962496,214067.0,39.2,803.099362,216.20302862173915,442,18,1,0
459,1930109,43.53084,-106.05373,43.55703,-106.05329,12658.42,30.0,103558.0,4417986.0,9544.30193,8628.0,0.962496,214067.0,39.2,803.099362,216.20302862173915,442,18,1,0
460,1930110,43.5321,-106.04322,43.50317,-106.04357,12455.07,30.0,123717.0,6006320.0,10542.383157,9825.0,180.69314,137483.0,38.0,883.116883,211.258555,443,18,1,0
461,2523446,43.40633,-106.27536,43.4065,-106.28123,1334.95,21.275862068965516,85183.4538927739,4967583.241417605,1560.777918,1582.0,271.658869,97124.64019851117,42.65357142857142,3793.8328290086765,216.20302862173915,444,10,1,0
462,2720996,43.27847,-104.89416,43.28846,-104.9004,8221.38,21.275862068965516,85183.4538927739,4967583.241417605,4000.921296,3061.0,328.010085,31202.0,41.2,821.276596,229.066514,445,21,1,1
463,2721002,43.26166,-104.88944,43.273638,-104.890672,8338.0,21.275862068965516,85183.4538927739,4967583.241417605,4376.475604,4180.0,354.12748,15522.0,42.0,1243.478261,230.580672,446,21,1,1
464,2721005,43.26166,-104.86638,43.27388,-104.86962,8128.0,3.0,85183.4538927739,71078.0,4535.140913,2374.0,345.150325,3756.0,41.0,1200.854701,226.262919,447,21,1,1
465,2721008,43.2475,-104.87916,43.259223,-104.883419,8226.0,4.0,85183.4538927739,149800.0,4419.279405,3836.5,340.03377,2864.0,39.7,1026.315789,216.20302862173915,448,21,1,1
466,2726843,43.35074,-104.53716,43.36217,-104.53194,5615.36,6.0,85183.4538927739,1628932.0,4389.793105,3464.0,24.545844,3567.0,42.65357142857142,3793.8328290086765,131.069084,449,21,1,1
467,2726905,43.42339,-104.46058,43.43524,-104.46238,4860.32,14.0,45125.0,2052550.0,4344.125528,3685.0,351.362869,63857.0,42.5,67.702074,216.20302862173915,450,25,1,1
468,2726950,43.43584,-104.45841,43.4496,-104.45725,4821.63,20.0,46158.0,2648000.0,5023.152126,4115.0,4.818774,97588.0,43.2,291.666667,216.20302862173915,451,25,1,1
469,2726957,43.43695,-104.44723,43.42301,-104.44775,4958.01,20.0,41294.0,2625200.0,5081.158444,4414.0,182.136298,10547.0,45.9,556.014148,216.20302862173915,452,25,1,1
470,2726962,43.44943,-104.43915,43.46542,-104.43753,4745.77,36.0,31272.0,2625060.0,5842.113681,5070.0,5.785086,33417.0,43.1,125.0,216.20302862173915,453,25,1,1
471,2726963,43.44932,-104.43913,43.43145,-104.43774,4895.05,40.0,32792.0,2923660.0,6521.713173,5702.0,175.552261,78075.0,45.0,397.381954,216.20302862173915,454,25,1,1
472,2726965,43.42323,-104.45064,43.40836,-104.45151,4905.65,32.0,35228.0,3022013.0,5423.053888,4465.7,183.348391,38357.0,43.2,485.336332,216.20302862173915,455,25,1,1
473,2726968,43.45179,-104.44554,43.43735,-104.44736,4955.9,31.0,25822.0,2261140.0,5283.619252,4371.0,187.183611,69101.0,43.9,87.5,216.20302862173915,456,25,1,1
474,2726971,43.43679,-104.50227,43.45806,-104.50306,4847.05,33.0,225501.0,12984060.0,7752.919514,6863.0,357.872926,97124.64019851117,42.0,495.049505,216.20302862173915,457,23,1,1
475,2726996,43.43554,-104.43162,43.41497,-104.43462,4956.84,63.0,50759.0,4473192.0,7537.266987,6594.1900000000005,188.297713,97124.64019851117,44.8,3793.8328290086765,216.20302862173915,458,25,1,1
476,2726997,43.43564,-104.43165,43.45759,-104.43247,4682.59,48.0,39053.0,3505005.0,8000.861252,6879.0,357.86056,97124.64019851117,44.8,3793.8328290086765,216.20302862173915,459,25,1,1
477,4505404,43.60923,-104.59737,43.60541,-104.59538,5051.0,21.275862068965516,85183.4538927739,4967583.241417605,1488.298044,1471.0,152.483082,10974.0,42.0,3793.8328290086765,216.20302862173915,460,14,2,1
478,4520508,43.66387,-104.53681,43.66589,-104.5468,7575.0,21.275862068965516,85183.4538927739,4967583.241417605,2743.132033,2625.0,281.431205,3564.0,42.7,1000.0,216.20302862173915,461,14,0,1
479,4521482,43.59102,-104.57221,43.58772,-104.56999,5098.0,21.275862068965516,85183.4538927739,462500.0,1338.488366,1618.0,146.070203,3151.0,42.0,181.818182,216.20302862173915,462,14,2,1
480,4521590,43.59115,-104.56381,43.595124,-104.565525,4963.4,21.275862068965516,85183.4538927739,4967583.241417605,1517.583691,1520.0,336.65714,6523.0,42.65357142857142,3793.8328290086765,216.20302862173915,463,14,2,1
481,4521713,43.58387,-104.59235,43.58776,-104.59467,5112.0,21.275862068965516,85183.4538927739,4967583.241417605,1544.878211,1685.0,329.188106,10885.0,42.65357142857142,3793.8328290086765,216.20302862173915,464,14,2,1
482,4521822,43.576118,-104.533383,43.58034,-104.53282,4843.76,21.275862068965516,85183.4538927739,4967583.241417605,1545.600451,1493.0,7.595532,1363.0,42.65357142857142,3793.8328290086765,216.20302862173915,465,21,2,1
483,4521890,43.59828,-104.5925,43.59108,-104.59247,4970.7,21.275862068965516,85183.4538927739,4967583.241417605,2623.503663,2596.0,179.761269,11260.0,42.65357142857142,3793.8328290086765,216.20302862173915,466,14,2,1
484,4521891,43.59463,-104.59791,43.60209,-104.59699,5190.0,21.275862068965516,85183.4538927739,4967583.241417605,2729.125435,2615.0,7.030469,12636.0,42.65357142857142,3793.8328290086765,216.20302862173915,467,14,2,1
485,4521924,43.65661,-104.60705,43.664076,-104.61513,4995.0,21.275862068965516,85183.4538927739,4967583.241417605,3459.702663,3179.0,312.738239,9834.0,42.65357142857142,3793.8328290086765,216.20302862173915,468,14,2,1
486,4521945,43.63908,-104.61872,43.63474,-104.61258,5103.0,21.275862068965516,85183.4538927739,4967583.241417605,2267.391148,2286.0,125.254213,3789.0,42.65357142857142,3793.8328290086765,216.20302862173915,469,14,2,1
487,4522057,43.66063,-104.60157,43.666139,-104.604725,4919.9,21.275862068965516,85183.4538927739,4967583.241417605,2173.936195,2165.0,330.200267,1718.0,42.65357142857142,3793.8328290086765,216.20302862173915,470,14,2,1
488,4522279,43.65258,-104.61697,43.64567,-104.60957,4940.0,21.275862068965516,85183.4538927739,4967583.241417605,3189.523439,2920.0,133.038856,5138.0,42.1,1000.0,129.570062,471,14,2,1
489,4529321,43.58349,-104.51374,43.59435,-104.51289,4778.4,21.275862068965516,85183.4538927739,560660.0,3963.516953,3171.0,4.475352,17899.0,42.65357142857142,71.428571,212.254726,472,25,1,1
490,4529439,43.55219,-104.49222,43.56639,-104.49336,4750.8,20.0,47770.0,2851340.0,5182.924963,4396.0,355.410042,46082.0,43.1,93.333333,216.20302862173915,473,25,1,1
