,APINO,Surface hole latitude (NAD83),Surface hole longitude (NAD83),Bottom hole latitude (NAD83),Bottom hole longitude (NAD83),Total vertical depth at bottom hole (ft),Number of frac stages,Total slurry (bbl),Total proppant (lb),Surface-to-bottom hole length (ft),Producing interval length (ft),Lateral azimuth (°),First 18 months oil (bbl),IP oil API gravity (°),Average gas-oil ratio (ft3/bbl),Calculated top of reservoir temperature (°F),API number,Company,Well type,WSGS reservoir
288,928417,43.18687,-105.7238,43.21355,-105.72472,12758.06,28.0,96871.38461538461,3341818.3076923075,9724.198335,8690.0,358.025066,252524.0,40.5,1044.194107,221.229528,286,11,1,0
289,928421,43.12882,-105.79168,43.15415,-105.79079,13025.31,28.0,95355.0,3504520.0,9232.256938,8140.0,2.012328,100607.0,41.4,698.425849,216.20302862173915,287,11,1,0
290,928422,43.1288,-105.7632,43.15529,-105.76467,13119.0,28.0,88584.0,3916810.0,9659.791718,8704.0,356.823764,140047.0,41.4,1374.592834,202.993597,288,11,1,0
291,928425,42.76962,-105.06776,42.7803,-105.06075,10467.73,20.0,85183.4538927739,3070812.4,4321.900119,3319.0,33.279575,18333.0,42.65357142857142,5345.454545,223.58007,289,12,1,0
292,928434,43.46479,-105.52118,43.47296,-105.51223,10668.53,9.0,85183.4538927739,1659008.0,3808.303705,2974.0,47.608635,86303.0,51.2,5142.857143,218.304003,290,9,1,0
293,928502,43.38983,-105.51344,43.379,-105.51327,11008.63,14.0,64853.0,3517980.0,3946.313009,3376.0,179.100694,136146.0,44.9,2505.988024,247.611115,291,7,1,0
294,928528,43.17113,-105.76097,43.15856,-105.76137,12974.4,19.0,85183.4538927739,2129500.0,4581.230761,3694.0,181.82264,106955.0,42.65357142857142,982.596084,216.20302862173915,292,26,1,0
295,928535,43.18613,-105.78428,43.21233,-105.7847,12916.5,30.0,103087.0,4173300.0,9546.938472,8724.0,359.081597,92187.0,42.0,1590.410959,265.384458,293,11,1,0
296,928537,43.12874,-105.7442,43.15356,-105.74579,12939.09,28.0,85183.4538927739,3762660.0,9053.272069,7922.0,356.33457,235849.0,40.7,850.640742,216.20302862173915,294,11,1,0
297,928545,43.17115,-105.76108,43.18377,-105.76146,13020.09,19.0,85183.4538927739,2129500.0,4599.332819,3630.0,358.275292,88213.0,42.65357142857142,670.254403,216.20302862173915,295,26,1,0
298,928560,43.18451,-105.7703,43.15875,-105.7753,12939.88,30.0,90252.0,3415920.0,9480.146787,8705.0,190.984489,62434.0,42.0,1393.775372,263.694818,296,11,1,0
299,928639,43.43426,-105.45804,43.44832,-105.45863,10394.0,25.0,77222.0,4613360.0,5125.37097,4193.0,357.597106,226514.0,42.65357142857142,1859.323882,216.20302862173915,297,8,1,0
300,928669,43.18662,-105.71339,43.21082,-105.71521,12639.95,27.0,78364.0,2902150.0,8830.818477,7707.0,355.699075,154888.0,40.5,963.425513,216.20302862173915,298,11,1,0
301,928677,43.43646,-105.44573,43.44844,-105.44749,10375.0,24.0,47697.0,2399420.0,4390.032339,4212.0,351.642375,157698.0,42.65357142857142,2119.581465,216.20302862173915,299,8,1,1
302,928678,43.43647,-105.44582,43.42233,-105.4428,10444.0,23.0,49069.0,4450608.0,5214.151666,3969.0,167.94399,157066.0,42.65357142857142,1791.245791,216.20302862173915,300,8,1,1
303,928682,43.18494,-105.75141,43.15854,-105.75325,12759.87,21.275862068965516,85183.4538927739,3579800.0,9631.577435,9347.0,183.986895,176927.0,43.0,1818.181818,217.16449,301,18,1,0
304,928682,43.18494,-105.75141,43.15854,-105.75325,12759.87,21.275862068965516,85183.4538927739,3579800.0,9631.577435,9347.0,183.986895,176927.0,43.0,1818.181818,217.16449,301,18,1,0
305,928686,43.48897,-105.43859,43.47679,-105.4361,10129.79,11.0,51644.0,3183058.0,4486.89691,3870.0,168.446026,64447.0,42.65357142857142,4166.666667,216.20302862173915,302,8,1,1
306,928788,43.19279,-105.89263,43.19276,-105.93364,12212.79,22.0,69373.0,2629570.0,10933.101381,9015.0,269.958086,11679.0,40.0,500.0,266.084225,303,11,1,0
307,928794,43.17009,-105.73405,43.14396,-105.73464,12953.41,30.0,85183.4538927739,4513416.0,9521.948522,9148.0,181.293485,135665.0,41.8,1180.811808,217.948262,304,18,1,0
308,928794,43.17009,-105.73405,43.14396,-105.73464,12953.41,30.0,85183.4538927739,4513416.0,9521.948522,9148.0,181.293485,135665.0,41.8,1180.811808,217.948262,304,18,1,0
309,928810,42.91821,-105.04057,42.9276,-105.04535,10291.0,5.0,17336.0,795500.0,3652.586474,1166.0,333.021531,23933.0,45.0,1445.91029,252.236125,305,0,1,0
310,928824,43.29037,-105.83713,43.28989,-105.80001,13122.38,30.0,98230.0,4367300.0,9881.708393,9016.0,90.740852,9464.0,64.0,12750.0,271.340167,306,26,1,0
311,928853,43.44467,-105.93287,43.41753,-105.93295,12582.84,30.0,172166.0,6774642.0,9889.406855,8763.0,180.168889,94257.0,40.6,2548.165138,267.371708,307,18,1,0
312,928853,43.44467,-105.93287,43.41753,-105.93295,12582.84,30.0,172166.0,6774642.0,9889.406855,8763.0,180.168889,94257.0,40.6,2548.165138,267.371708,307,18,1,0
313,928878,43.44696,-105.98128,43.47202,-105.98156,12299.45,32.0,119477.0,2261122.0,9131.880785,3273.0,359.35985,128371.0,46.9,1309.050773,202.1293,308,18,1,0
314,928878,43.44696,-105.98128,43.47202,-105.98156,12299.45,32.0,119477.0,2261122.0,9131.880785,3273.0,359.35985,128371.0,46.9,1309.050773,202.1293,308,18,1,0
315,928912,43.43485,-105.37343,43.4226,-105.3739,10184.56,15.0,41723.0,3580002.0,4465.184923,3920.0,182.197209,144456.0,48.0,1744.153083,216.20302862173915,309,7,1,1
316,928999,43.44869,-105.5141,43.47357,-105.50376,10598.0,34.0,180326.0,8740370.0,9471.768871,8569.0,22.567519,97124.64019851117,54.0,9793.650794,216.20302862173915,310,8,1,0
317,929057,43.49003,-105.54901,43.46371,-105.5514,10855.0,35.0,163723.0,9520110.0,9611.172142,8722.0,185.188541,97124.64019851117,45.7,6198.324022,216.20302862173915,311,8,1,0
318,929081,43.49004,-105.54837,43.51708,-105.5466,10713.0,36.0,161620.0,9071790.0,9863.795034,9011.0,3.745157,97124.64019851117,45.7,7592.827004,216.20302862173915,312,8,1,0
319,929084,43.49004,-105.54826,43.47164,-105.54378,10779.0,24.0,101720.0,6046340.0,6808.97355,6002.0,166.31598,97124.64019851117,45.7,6535.294118,216.20302862173915,313,8,1,0
320,929095,43.44467,-105.93287,43.47222,-105.9338,12588.42,30.0,122978.0,4456986.0,10041.86437,9149.0,358.066612,86991.0,42.8,2350.202429,267.229959,314,18,1,0
321,929095,43.44467,-105.93287,43.47222,-105.9338,12588.42,30.0,122978.0,4456986.0,10041.86437,9149.0,358.066612,86991.0,42.8,2350.202429,267.229959,314,18,1,0
322,929130,42.91822,-105.0415,42.90333,-105.04041,10377.14,15.0,67917.0,4253400.0,5432.651763,3886.0,175.813217,100383.0,46.9,2776.386618,216.20302862173915,315,0,1,0
323,929135,43.18637,-105.72514,43.21299,-105.73669,12899.0,30.0,95952.0,3404910.0,10176.159806,9395.0,336.544735,253068.0,41.0,1113.570181,275.543336,316,11,1,0
324,929198,43.40734,-105.35612,43.42008,-105.35365,10098.95,11.0,85183.4538927739,4172500.0,4688.094546,3904.0,10.97224,78933.0,54.0,2635.170604,167.831755,317,7,1,1
325,929199,43.4074,-105.35629,43.42041,-105.35859,10101.42,12.0,85183.4538927739,4300420.0,4779.543128,4075.0,349.974435,114687.0,54.0,2622.093023,216.20302862173915,318,7,1,1
326,929226,43.38788,-105.92265,43.41568,-105.92269,12887.79,30.0,120013.0,4435143.0,10129.816129,9032.0,359.91756,19702.0,42.0,7143.426295,205.455012,319,18,1,0
327,929271,43.40633,-105.36885,43.39361,-105.37006,10344.0,14.0,62419.0,3521870.0,4645.801607,3503.0,185.433955,97124.64019851117,42.4,781.853282,216.20302862173915,320,8,1,1
328,929286,43.43,-105.39557,43.44821,-105.39153,10197.97,37.0,227589.0,19676660.0,6721.2054,6367.0,12.508817,166253.0,45.6,1371.352785,216.20302862173915,321,8,1,1
329,929289,43.43,-105.39595,43.44868,-105.39856,10216.45,31.0,149375.0,6905793.0,6841.499202,5355.0,352.046033,176285.0,42.65357142857142,1972.375691,210.299595,322,8,1,1
330,929290,43.43,-105.39538,43.44879,-105.38333,10272.0,44.0,270376.0,23505640.0,7557.037587,7548.0,32.671994,220725.0,47.0,1239.831697,216.20302862173915,323,8,1,1
331,929295,43.12968,-105.75367,43.1554,-105.75615,12990.7,30.0,86218.0,3404070.0,9394.592306,8578.0,354.492395,191827.0,41.6,818.016379,254.485548,324,11,1,0
332,929315,43.44841,-105.50949,43.42173,-105.51538,10807.6,35.0,182648.0,8736320.0,9846.29749,8858.0,192.449199,97124.64019851117,52.7,2010.080645,216.20302862173915,325,8,1,0
333,929317,43.44841,-105.50921,43.42194,-105.50505,10761.5,35.0,187533.0,9039020.0,9707.823388,8851.0,171.068505,97124.64019851117,52.7,3535.589265,216.20302862173915,326,8,1,0
334,929319,43.35909,-105.87343,43.33109,-105.87302,13042.72,37.0,85183.4538927739,4541524.0,10203.096024,8028.0,179.161086,67992.0,42.0,5036.912752,221.721499,327,18,1,0
335,929319,43.35909,-105.87343,43.33109,-105.87302,13042.72,37.0,85183.4538927739,4541524.0,10203.096024,8028.0,179.161086,67992.0,42.0,5036.912752,221.721499,327,18,1,0
336,929319,43.35909,-105.87343,43.33109,-105.87302,13042.72,37.0,85183.4538927739,4541524.0,10203.096024,8028.0,179.161086,67992.0,42.0,5036.912752,221.721499,327,18,1,0
337,929320,43.25716,-105.88214,43.22959,-105.88219,12905.38,29.0,99504.0,4400046.0,10045.676362,8490.0,180.10391,124631.0,46.0,1910.25641,216.20302862173915,328,18,1,0
338,929320,43.25716,-105.88214,43.22959,-105.88219,12905.38,29.0,99504.0,4400046.0,10045.676362,8490.0,180.10391,124631.0,46.0,1910.25641,216.20302862173915,328,18,1,0
339,929340,43.40713,-105.36639,43.42003,-105.36852,10167.6,16.0,85183.4538927739,4739722.0,4734.18952,1474.0,350.624129,96256.0,45.0,4536.33408,216.20302862173915,329,7,1,1
340,929342,43.40714,-105.36582,43.42003,-105.36358,10137.57,10.0,85183.4538927739,4664838.0,4734.15454,3881.0,9.858303,82674.0,45.0,3349.7151,223.926159,330,7,1,1
341,929354,43.40734,-105.37638,43.42004,-105.37882,10286.53,10.0,85183.4538927739,4505884.0,4672.558321,2214.0,349.124513,155482.0,45.0,22720.0,177.518438,331,7,1,1
342,929357,43.40735,-105.37582,43.42004,-105.37382,10267.57,16.0,85183.4538927739,4531396.0,4654.165322,3660.0,8.956396,88277.0,45.0,3317.191029,216.20302862173915,332,7,1,1
343,929368,43.41602,-105.89313,43.38866,-105.89354,12827.51,35.0,112201.0,7000560.0,9970.035814,9288.0,180.858535,36528.0,41.0,2006.578947,221.526175,333,18,1,0
344,929368,43.41602,-105.89313,43.38866,-105.89354,12827.51,35.0,112201.0,7000560.0,9970.035814,9288.0,180.858535,36528.0,41.0,2006.578947,221.526175,333,18,1,0
345,929371,43.44462,-105.91334,43.41745,-105.91314,12682.14,30.0,109787.0,5913580.0,9900.428928,9153.0,179.57825,114557.0,42.0,1778.395552,245.11143,334,18,1,0
346,929417,43.18481,-105.81073,43.1581,-105.8152,12685.89,30.0,86453.0,3332480.0,9804.832612,8865.0,189.500582,208094.0,43.8,1720.101781,264.690259,335,11,1,0
347,929428,43.38733,-105.95459,43.35963,-105.95357,12620.45,35.0,162693.0,12145929.0,10097.011747,9619.0,177.891144,97124.64019851117,41.2,1571.428571,216.20302862173915,336,18,1,0
348,929446,42.90198,-105.05023,42.91303,-105.05201,10435.32,12.0,62802.0,3421320.0,4053.919313,3238.0,350.849065,137721.0,46.0,2818.941504,216.20302862173915,337,0,1,0
349,929448,42.86854,-105.05597,42.85532,-105.05317,10465.56,23.0,111657.0,9227963.0,4874.452397,4561.0,168.041464,97124.64019851117,48.9,5844.049248,248.437801,338,6,1,0
350,929460,43.43471,-105.49844,43.44841,-105.49143,10677.0,26.0,146332.0,8334480.0,5327.485235,4520.0,27.097865,200624.0,52.4,4162.650602,216.20302862173915,339,8,1,0
351,929461,43.43442,-105.49899,43.40806,-105.49115,10750.0,40.0,208670.0,17005735.0,9827.772749,9300.0,163.436452,144015.0,49.5,4378.038558,216.20302862173915,340,8,1,0
352,929462,43.43441,-105.49918,43.40751,-105.49888,10837.0,38.0,200534.0,15977256.0,9801.747449,8787.0,179.36104,184108.0,49.7,3901.462664,216.20302862173915,341,8,1,0
353,929488,43.474,-105.48859,43.45157,-105.48754,10538.4,29.0,155356.0,7507890.0,8177.513617,7327.0,177.319809,97124.64019851117,54.0,6260.869565,216.20302862173915,342,8,1,0
354,929502,43.35899,-106.00045,43.38697,-106.00035,12479.99,30.0,111756.0,6094620.0,10195.506113,9926.0,0.204773,35105.0,41.1,982.142857,261.351231,343,18,1,0
355,929503,43.44608,-105.99296,43.41759,-105.9918,12329.65,30.0,107386.0,6008840.0,10385.968949,9433.0,177.668431,61565.0,40.0,1117.54386,260.973887,344,18,1,0
356,929503,43.44608,-105.99296,43.41759,-105.9918,12329.65,30.0,107386.0,6008840.0,10385.968949,9433.0,177.668431,61565.0,40.0,1117.54386,260.973887,344,18,1,0
357,929560,43.35886,-105.96058,43.33085,-105.95955,12413.99,36.0,130000.0,8535472.0,10209.963058,9199.0,177.894035,271983.0,43.0,1472.078296,216.20302862173915,345,18,1,0
358,929594,43.21451,-105.81178,43.18676,-105.81466,12894.9,30.0,94318.0,3495660.0,10140.184652,9109.0,185.92516,139633.0,42.65357142857142,1470.588235,267.637782,346,11,1,0
359,929620,43.39284,-105.48329,43.40416,-105.49131,10813.13,26.0,149845.0,13362980.0,4642.475874,4372.0,324.68317,278589.0,44.7,3868.787276,216.20302862173915,347,8,1,0
360,929634,43.15697,-105.83101,43.12873,-105.82822,12657.56,30.0,85731.0,3514765.0,10316.432207,8398.0,174.357714,202395.0,42.0,2098.600933,234.867142,348,11,1,0
361,929667,43.47407,-105.49688,43.45202,-105.49545,10547.2,29.0,151833.0,7278510.0,8043.268849,7249.0,176.289416,97124.64019851117,54.0,6577.605322,216.20302862173915,349,8,1,0
362,929683,43.44543,-106.00096,43.41761,-106.00083,12371.77,30.0,110634.0,6038420.0,10137.332158,9203.0,179.732265,123696.0,40.1,1281.798246,191.332647,350,18,1,0
363,929683,43.44543,-106.00096,43.41761,-106.00083,12371.77,30.0,110634.0,6038420.0,10137.332158,9203.0,179.732265,123696.0,40.1,1281.798246,191.332647,350,18,1,0
364,929691,43.3042,-105.95573,43.30334,-105.91825,12518.63,30.0,107137.0,6010460.0,9978.840537,9219.0,91.314454,97224.0,39.5,1536.564626,218.31363,351,18,1,0
365,929691,43.3042,-105.95573,43.30334,-105.91825,12518.63,30.0,107137.0,6010460.0,9978.840537,9219.0,91.314454,97224.0,39.5,1536.564626,218.31363,351,18,1,0
366,929742,43.14448,-105.86475,43.17043,-105.86306,12198.38,30.0,60825.0,3086460.0,9465.964084,8649.0,3.726139,92304.0,43.0,1939.82808,209.919961,352,11,1,0
367,929808,43.33205,-105.46611,43.34709,-105.46296,11140.4,7.0,22967.0,1488085.0,5543.620867,1640.0,11.829127,135333.0,42.1,353.947368,216.20302862173915,353,7,1,0
368,929836,43.24388,-105.86242,43.21529,-105.86172,13011.56,35.0,112972.0,7119991.0,10418.939281,9773.0,178.597445,32091.0,40.0,1683.453237,219.834171,354,18,1,0
369,929943,43.35884,-105.96096,43.33059,-105.96636,12413.99,36.0,182000.0,11671025.0,10393.431965,9640.0,190.821573,188604.0,43.0,1583.873957,216.20302862173915,355,18,1,0
370,929944,43.32367,-105.95539,43.32685,-105.91838,12744.14,30.0,114444.0,6979764.0,9913.326947,9479.0,85.089052,104030.0,39.6,1190.352021,265.396823,356,18,1,0
371,929944,43.32367,-105.95539,43.32685,-105.91838,12744.14,30.0,114444.0,6979764.0,9913.326947,9479.0,85.089052,104030.0,39.6,1190.352021,265.396823,356,18,1,0
372,929955,43.40623,-105.33728,43.39385,-105.33866,10190.01,16.0,58831.0,3978260.0,4525.650836,3872.0,186.360509,50263.0,43.6,1076.846591,216.20302862173915,357,7,1,1
373,929956,43.40615,-105.33672,43.39381,-105.33367,10170.55,16.0,77411.0,5839940.0,4568.635011,3872.0,166.116807,41217.0,40.9,1045.471015,216.20302862173915,358,7,1,1
374,929972,43.40572,-105.32338,43.39333,-105.33254,10095.73,10.0,85183.4538927739,6524881.0,5128.590027,3778.0,216.475735,82057.0,43.0,1147.286822,216.20302862173915,359,7,1,1
375,929993,43.39323,-105.41929,43.40517,-105.41873,10639.52,18.0,110276.0,12130274.0,4353.021362,3738.0,2.685271,125213.0,47.5,3192.481203,216.20302862173915,360,8,1,1
376,930014,43.43426,-105.45813,43.42226,-105.45333,10470.0,25.0,78008.0,4641020.0,4554.38437,4241.0,158.198591,223324.0,42.65357142857142,3793.8328290086765,216.20302862173915,361,8,1,0
377,930059,43.20332,-104.94469,43.19027,-104.94523,8715.72,16.0,67493.0,4000519.0,4756.862702,3872.0,182.369508,33170.0,37.1,979.236402,216.20302862173915,362,7,1,1
378,930071,43.39326,-105.41892,43.40509,-105.41092,10597.8,25.0,144163.0,15526376.0,4805.94064,5165.0,34.068399,140305.0,47.5,1442.404007,203.678241,363,8,1,1
379,930073,43.39325,-105.41911,43.40513,-105.41572,10699.32,24.0,124509.0,7776840.0,4421.323715,4048.0,15.926285,82014.0,50.5,2889.635317,216.20302862173915,364,8,1,1
380,930100,43.07049,-105.8017,43.04793,-105.80096,13407.02,42.0,185322.0,7704490.0,8222.199879,7286.0,178.121291,97124.64019851117,40.0,1450.0,201.81083,365,26,1,0
381,930103,43.30006,-105.99411,43.32048,-105.9931,11854.67,24.0,83017.0,5298765.0,7445.489548,7116.0,2.831617,32922.0,40.0,1222.222222,235.707566,366,18,1,0
382,930138,42.93406,-105.38323,42.95336,-105.38931,12132.87,36.0,85183.4538927739,14427752.0,7217.468317,7215.0,342.514222,365702.0,46.4,1639.634801,237.74758,367,6,1,0
383,930200,43.33219,-105.46478,43.34747,-105.46802,11160.45,18.0,85482.0,4524720.0,5633.689884,4368.0,348.028217,143654.0,41.9,845.0,216.20302862173915,368,7,1,0
384,930233,43.3326,-105.46489,43.31944,-105.46796,11233.94,15.0,77040.0,5475000.0,4863.9965,3624.0,193.13127,133013.0,41.9,931.8,216.20302862173915,369,7,1,0
385,930289,43.2274,-105.509,43.24099,-105.50877,11623.18,16.0,72788.0,4028620.0,4951.944315,3872.0,0.969593,43609.0,39.0,1101.870079,216.20302862173915,370,7,1,0
386,930292,43.3326,-105.46479,43.31948,-105.4631,11218.53,16.0,75584.0,5847487.0,4801.46967,3737.0,172.660092,157453.0,41.4,752.260495,216.20302862173915,371,7,1,0
387,930295,43.30027,-105.93464,43.27297,-105.93346,12469.74,36.0,101446.0,7145997.0,9952.3961,9461.0,177.52502,187950.0,40.0,1216.86747,216.20302862173915,372,18,1,0
388,930295,43.30027,-105.93464,43.27297,-105.93346,12469.74,36.0,101446.0,7145997.0,9952.3961,9461.0,177.52502,187950.0,40.0,1216.86747,216.20302862173915,372,18,1,0
389,930310,43.24388,-105.86279,43.27119,-105.86199,13181.53,24.0,83017.0,5298765.0,9953.208496,9508.0,1.677903,23228.0,40.0,2566.666667,216.20302862173915,373,18,1,0
390,930323,43.00109,-105.15317,43.01442,-105.1549,10646.39,16.0,77925.0,4541880.0,4878.527242,4426.0,352.605346,124851.0,46.4,9781.587827,216.20302862173915,374,0,1,0
391,930347,43.0124,-105.40447,43.04146,-105.39896,11889.6,32.0,176766.0,7546800.0,10689.598491,9642.0,10.736272,97124.64019851117,40.0,997.078159,216.20302862173915,375,2,1,0
392,930476,43.08534,-105.86354,43.11212,-105.85538,12284.39,31.0,118417.0,10124864.0,9997.824656,9804.0,16.946241,97124.64019851117,42.9,877.034358,216.20302862173915,376,26,1,0
393,930491,43.26269,-105.38198,43.2751,-105.3819,10686.0,16.0,74363.0,6191260.0,4521.664147,3872.0,0.369347,51612.0,38.3,167.964072,220.901884,377,7,1,0
394,930492,43.26228,-105.38198,43.27507,-105.38671,10707.82,17.0,85748.0,6209170.0,4827.238998,4047.0,339.70459,101577.0,42.1,997.955801,216.20302862173915,378,7,1,0
395,930571,43.28854,-105.38471,43.30746,-105.38292,10608.53,16.0,61400.0,5152972.0,6910.023451,5841.0,5.404603,123947.0,39.0,776.649746,216.20302862173915,379,7,1,0
396,930573,43.28895,-105.38471,43.30383,-105.3874,10638.9,15.0,52800.0,4384385.0,5468.652179,5000.0,349.752768,69110.0,39.0,822.676327,216.20302862173915,380,7,1,0
397,930664,42.95929,-105.09111,42.97182,-105.09132,10265.54,14.0,66354.0,4029367.0,4565.388263,3823.0,359.039825,155051.0,50.0,1550.740236,216.20302862173915,381,0,1,0
398,930865,43.10042,-105.38052,43.07594,-105.37859,11522.86,37.0,151581.0,7115110.0,8933.942538,8069.0,175.492133,97124.64019851117,38.4,827.44925,216.20302862173915,382,2,1,0
399,930870,43.43366,-105.40427,43.40792,-105.41171,10405.8,36.0,155876.0,9174250.0,9584.591978,9049.0,196.121636,97124.64019851117,46.1,1925.614035,216.20302862173915,383,8,1,1
400,930871,43.43366,-105.40408,43.40785,-105.40524,10381.3,35.0,174331.0,8920310.0,9409.245541,8847.0,182.573359,97124.64019851117,46.1,476.611884,216.20302862173915,384,8,1,1
401,930877,43.45163,-105.52905,43.47347,-105.52484,10589.1,28.0,150226.0,7182960.0,8035.873857,7073.0,10.910824,97124.64019851117,53.6,3724.789916,216.20302862173915,385,8,1,0
402,930878,43.44869,-105.51464,43.46284,-105.51625,10654.7,16.0,83884.0,4106030.0,5173.486491,3943.0,353.50875,97124.64019851117,54.0,6001.091703,216.20302862173915,386,8,1,0
403,930879,43.43001,-105.39482,43.40813,-105.38291,10308.0,29.0,155965.0,10352050.0,8576.868739,7277.0,151.439101,97124.64019851117,46.1,2448.550725,216.20302862173915,387,8,1,1
404,930881,43.43001,-105.39501,43.40793,-105.39032,10303.0,27.0,134922.0,6896040.0,8140.979994,6912.0,168.008066,97124.64019851117,48.4,3116.519174,216.20302862173915,388,8,1,1
405,930882,43.37848,-105.38512,43.40567,-105.38525,10452.52,41.0,85183.4538927739,18453612.0,9907.019196,8913.0,359.726061,97124.64019851117,40.2,1892.107892,216.20302862173915,389,7,1,1
406,930889,43.378506,-105.384934,43.40521,-105.38293,10363.0,41.0,85183.4538927739,18449014.0,9744.438597,8895.0,4.291714,97124.64019851117,40.2,1118.344075,216.20302862173915,390,7,1,1
407,930895,43.43432,-105.46614,43.40766,-105.47314,10706.0,41.0,164791.0,12029540.0,9890.257097,9538.0,194.711822,215076.0,47.6,3075.836431,216.20302862173915,391,8,1,0
408,930916,43.43432,-105.46595,43.40771,-105.46522,10636.0,32.0,143318.0,10114330.0,9697.670802,8977.0,178.428582,261855.0,47.6,2885.164051,216.20302862173915,392,8,1,0
409,930926,43.43538,-105.37779,43.46256,-105.37838,10088.9,37.0,136573.0,9223260.0,9904.648165,9119.0,358.756468,97124.64019851117,43.4,801.724138,216.20302862173915,393,8,1,1
410,930929,43.43537,-105.37761,43.4633,-105.36503,10031.29,41.0,154550.0,10039280.0,10710.606274,10351.0,24.247361,97124.64019851117,43.4,755.89391,216.20302862173915,394,8,1,1
411,930934,43.43645,-105.44551,43.46275,-105.44294,10420.0,37.0,208980.0,13537730.0,9607.06735,9050.0,5.581145,97124.64019851117,47.3,3521.813031,216.20302862173915,395,8,1,1
412,930940,43.43595,-105.43782,43.41511,-105.43681,10439.37,27.0,97318.0,6960390.0,7598.077027,6682.0,177.22536,97124.64019851117,47.8,1638.211382,216.20302862173915,396,8,1,1
413,930941,43.4359,-105.43745,43.44858,-105.43633,10304.4,15.0,53334.0,3884285.0,4629.70508,3771.0,5.047726,97124.64019851117,47.6,2544.342508,216.20302862173915,397,8,1,1
414,930942,43.43585,-105.43708,43.46316,-105.43008,10235.3,37.0,134064.0,9494640.0,10122.83197,9296.0,14.376347,97124.64019851117,48.5,1900.0,216.20302862173915,398,8,1,1
415,930943,43.43592,-105.43764,43.41501,-105.43071,10428.6,27.0,97736.0,6757595.0,7837.971064,6711.0,161.663752,97124.64019851117,47.8,1660.876758,216.20302862173915,399,8,1,1
416,930978,43.43608,-105.48786,43.40767,-105.48563,10976.0,41.0,217439.0,17771218.0,10368.535129,9464.0,175.511857,140221.0,47.6,3673.913043,215.944557,400,8,1,0
417,931126,43.43607,-105.48767,43.40769,-105.47929,10721.0,46.0,159239.0,11304450.0,10577.465074,9309.0,163.54927,131919.0,47.6,3833.333333,216.20302862173915,401,8,1,0
418,931680,43.38788,-105.96587,43.35956,-105.96683,12616.47,31.0,166967.0,9140466.0,10322.46215,9747.0,181.941486,97124.64019851117,44.5,1448.853616,216.20302862173915,402,18,1,0
419,931751,42.98498,-105.34999,42.99807,-105.35145,11716.91,21.0,103116.0,8201763.0,4785.092362,4612.0,353.635789,97124.64019851117,41.3,1304.134548,216.20302862173915,403,6,1,0
420,932488,42.91413,-105.12672,42.88378,-105.12251,10324.78,34.0,179732.0,13400086.0,11114.615837,10111.0,172.102613,97124.64019851117,47.3,5939.670932,250.19915,404,6,1,0
421,932863,43.27563,-105.95856,43.24789,-105.95938,12380.24,36.0,161984.0,12330729.0,10110.116874,9616.0,181.693182,97124.64019851117,40.6,1179.104478,216.20302862173915,405,18,1,0
422,933159,43.43295,-105.42179,43.40798,-105.41752,10419.4,34.0,123794.0,8866490.0,9168.55122,8498.0,170.295988,97124.64019851117,48.5,1857.823129,216.20302862173915,406,8,1,1
423,933184,43.43296,-105.42198,43.44875,-105.4241,10289.0,18.0,60258.0,4665750.0,5780.781129,4608.0,352.353073,97124.64019851117,48.5,2228.896104,216.20302862173915,407,8,1,1
424,933185,43.43297,-105.42217,43.41506,-105.42464,10438.9,22.0,75930.0,5701860.0,6558.633143,5571.0,187.852231,97124.64019851117,48.5,1647.735994,216.20302862173915,408,8,1,1
425,933658,43.43001,-105.39489,43.40785,-105.39833,10354.0,27.0,134845.0,6865730.0,8125.797507,6808.0,188.823862,97124.64019851117,47.9,2011.522135,216.20302862173915,409,8,1,1
426,933672,43.31792,-105.46439,43.29009,-105.46831,11371.86,42.0,85183.4538927739,18912560.0,10193.560628,9362.0,188.017662,97124.64019851117,42.2,1336.742148,216.20302862173915,410,7,1,0
427,933673,43.31793,-105.4642,43.29119,-105.4633,11372.94,40.0,85183.4538927739,17894782.0,9745.842984,8594.0,178.072298,97124.64019851117,42.2,1148.431523,216.20302862173915,411,7,1,0
428,933675,43.31705,-105.47495,43.290354,-105.478161,11440.78,42.0,85183.4538927739,19078481.0,9764.333106,9190.0,186.858599,97124.64019851117,42.65357142857142,1253.052164,216.20302862173915,412,7,1,0
429,933676,43.31719,-105.47493,43.29111,-105.473123,11435.32,40.0,85183.4538927739,17958652.0,9514.589143,8599.0,176.036493,97124.64019851117,40.2,1130.434783,216.20302862173915,413,7,1,0
430,933782,43.1003,-105.91945,43.08455,-105.91915,11643.47,20.0,85183.4538927739,6512080.0,5739.260093,4517.0,178.908784,97124.64019851117,43.4,932.935917,216.20302862173915,414,26,1,0
431,933872,43.10434,-105.95536,43.1284,-105.96736,11873.66,30.0,85183.4538927739,5176020.0,9333.501807,7733.0,333.49213,97124.64019851117,43.0,593.023256,216.20302862173915,415,26,1,0
432,933883,43.38256,-105.57403,43.40166,-105.56611,12765.0,29.0,108795.0,6976010.0,7270.611325,6952.0,22.521814,121750.0,50.2,7078.431373,216.20302862173915,416,8,1,0
