station,latitude,longitude,elevation,observed,theoretical,terrain,bouger,curv,special,freeair,complete_bouger
wy4,41.88333333,-108.4903333,6622,979707.92,980337,-0.05,-225.86,-1.52,0,-7.13,-234.55
wy4,41.92983333,-108.4993333,6707,979702.82,980341,-0.03,-228.76,-1.52,0,-8.43,-238.73
wy4,42.00316667,-108.5255,6769,979701.27,980348,0,-230.87,-1.52,0,-10.75,-243.14
wy4,41.959,-108.5138333,6729,979702.34,980344,0.03,-229.51,-1.52,0,-9.46,-240.46
wy4,41.82083333,-108.4806667,6666,979703.19,980331,0.04,-227.36,-1.52,0,-2.11,-230.94
wy5,41.79766667,-108.466,6846,979689.96,980329,0.14,-233.5,-1.52,0,3.66,-231.21
wy5,41.75683333,-108.4443333,6798,979688.62,980326,0.26,-231.86,-1.52,0,1.48,-231.64
wy5,41.7325,-108.4266667,6692,979691.13,980324,-0.03,-228.24,-1.52,0,-3.78,-233.57
wy5,41.69733333,-108.4246667,6764,979682.55,980320,0.03,-230.7,-1.52,0,-2.44,-234.63
wy5,41.66,-108.3931667,6834,979671.84,980317,0.02,-233.09,-1.52,0,-3.21,-237.8
wyS,41.6735,-108.1183333,6701,979676,980318,-0.04,-228.55,-1.52,0,-12.77,-242.87
wy5,41.70283333,-108.1303333,6644,979684.72,980321,-0.07,-226.61,-1.52,0,-12.04,-240.23
wy5,41.7415,-108.1258333,6608,979693.59,980324,-0.08,-225.38,-1.52,0,-10.02,-237
wy5,41.77666667,-108.169,6653,979696.78,980327,-0.06,-226.91,-1.52,0,-5.77,-234.26
wy5,41.809,-108.1621667,6690,979698.62,980330,-0.06,-228.18,-1.52,0,-3.36,-233.12
wy6,41.84816667,-108.1673333,6654,979704.39,980334,0.09,-226.95,-1.52,0,-4.49,-232.87
wyb,41.89166667,-108.1736667,6818,979694.98,980338,0.05,-232.54,-1.52,0,-2.4,-236.41
wy6,41.91233333,-108.1783333,6604,979709.57,980340,0,-225.24,-1.52,0,-9.78,-236.54
wy6,41.94516667,-108.2203333,6608,979710.73,980343,-0.04,-225.38,-1.52,0,-11.2,-238.13
wy6,41.96283333,-108.2411667,6599,979711.6,980344,-0.05,-225.07,-1.52,0,-12.76,-239.4
wy6,41.9705,-108.2826667,6686,979706.64,980345,-0.02,-228.04,-1.52,0,-10.24,-239.82
wyb,41.9205,-108.2713333,6792,979700.65,980340,0.28,-231.66,-1.52,0,-1.77,-234.67
wy6,41.87333333,-108.266,6720,979704.06,980336,0,-229.2,-1.52,0,-0.88,-231.6
wy6,41.8085,-108.274,6576,979706.24,980330,-0.08,-224.29,-1.52,0,-6.41,-232.29
wy6,41.766,-108.2706667,6578,979699.84,980327,-0.08,-224.36,-1.52,0,-8.79,-234.75
wy7,41.72233333,-108.2675,6726,979683.36,980323,0,-229.4,-1.52,0,-7.45,-238.37
wy7,41.6975,-108.2508333,6700,979680.63,980320,0.01,-228.52,-1.52,0,-10.38,-240.41
wy7,41.68,-108.255,6819,979670.24,980319,0.03,-232.58,-1.52,0,-8.02,-242.08
wy7,41.649,-108.2635,7011,979653.11,980316,0.13,-239.13,-1.52,0,-4.33,-244.84
wy7,41.62816667,-110.013,6379,979701.21,980314,-0.16,-217.57,-1.51,0,-13.74,-232.98
wy7,41.65016667,-110.0406667,6458,979698.27,980316,-0.11,-220.26,-1.51,0,-11.23,-233.11
wy7,41.6935,-110.0656667,6430,979704.28,980320,-0.17,-219.31,-1.51,0,-11.75,-232.74
wy7,41.73133333,-110.0933333,6529,979700.41,980323,-0.14,-222.69,-1.51,0,-9.71,-234.05
wy7,41.7665,-110.1395,6707,979689.24,980327,0.49,-228.76,-1.52,0,-7.32,-237.1
wy7,41.77966667,-110.1858333,6599,979695.66,980328,-0.11,-225.07,-1.52,0,-12.23,-238.93
wy8,41.87233333,-110.2661667,6610,979694.83,980336,0.15,-225.45,-1.52,0,-20.36,-247.18
wy8,41.7715,-110.3286667,6683,979b89.45,980327,0.05,-227.94,-1.52,0,-9.81,-239.22
wy8,41.77116667,-110.3861667,6811,979685.28,980327,0.32,-232.3,-1.52,0,-1.93,-235.43
wy83,41.76616667,-110.4293333,6792,979693.56,980327.05,0.13,-231.6,-1.52,0,5.02,-228.02
wy84,41.75583333,-110.4766667,6805,979691.66,980326.12,0.32,-232.1,-1.52,0,5.27,-228.02
wy85,41.83683333,-110.5335,6949,979683.73,980333.4,0.59,-237,-1.52,0,3.59,-234.35
wy86,41.872,-110.515,7091,979681.02,980336.56,0.88,-241.8,-1.51,0,11.06,-231.43
wy87,41.8685,-110.4596667,7347,979667.97,980336.25,0.42,-250.5,-1.51,0,22.37,-229.3
wy88,41.8915,-110.4103333,7393,979663.68,980338.32,0.85,-252.1,-1.51,0,20.34,-232.47
wy89,41.88966667,-110.3583333,7188,979669.75,980338.16,1.27,-245.1,-1.51,0,7.31,-238.1
wy90,41.91183333,-110.3078333,6961,979682.39,980340.14,0.2,-237.4,-1.52,0,-3.37,-242.11
wy91,41.93266667,-110.2723333,6765,979697.1,980342.02,0.02,-230.7,-1.52,0,-8.95,-241.18
wy92,41.9585,-110.2288333,6674,979706.64,980344.34,0.06,-227.6,-1.52,0,-10.29,-239.37
wy93,42.01883333,-110.1533333,6876,979699.04,980349.77,0.3,-234.5,-1.52,0,-4.34,-240.08
wv94,42.0455,-110.1595,6781,979707.91,980352.17,0.01,-231.2,-1.52,0,-6.79,-239.58
wy95,42.07383333,-110.16,6569,979724.23,980354.72,0.06,-224,-1.52,0,-12.94,-238.45
wy96,42.07166667,-110.203,6943,979700.4,980354.53,0.18,-236.8,-1.52,0,-1.44,-239.58
wy97,42.08133333,-110.2403333,6700,979720.08,980355.39,0.33,-228.5,-1.52,0,-5.46,-235.17
wy98,42.07366667,-110.2918333,6743,979717.88,980354.71,0.22,-229.9,-1.52,0,-2.93,-234.21
wy91,41.93266667,-110.2723333,6765,979697.12,980342.02,0.02,-230.7,-1.52,0,-8.94,-241.17
WV99,41.8875,-110.2598333,6696,979695.93,980337.95,-0.04,-228.38,-1.52,0,-12.55,-242.48
wyioo,41.80366667,-110.3193333,6660,979692.45,980330.42,0.74,-227.1,-1.52,0,-11.86,-239.79
wydl,41.7715,-110.3286667,6683,979689.47,980327.52,0.05,-227.9,-1.52,0,-9.8,-239.2
wvlOl,41.76383333,-110.5623333,6901,979679.19,980326.84,0.47,-235.3,-1.52,0,1.09,-235.32
wy!02,41.742,-110.5693333,6804,979683.92,980324.88,0.15,-232,-1.52,0,-1.32,-234.75
WY103,41.69516667,-110.5716667,6770,979684.96,980320.67,0.11,-230.9,-1.52,0,0.73,-231.58
wyl04,41.63316667,-110.5713333,6644,979690.78,980315.1,0.24,-226.6,-1.52,0,0.29,-227.6
wyios,41.59833333,-110.5745,6614,979690.96,980311.96,0.23,-225.5,-1.52,0,0.78,-226.09
wyl06,41.543,-110.5908333,6585,979689.29,980307,0.72,-224.6,-1.52,0,1.35,-224.04
wyl07,41.50916667,-110.605,6601,979684.7,980303.96,1.54,-225.1,-1.52,0,1.3,-223.81
wy!08,41.47783333,-110.616,6657,979678.13,980301.14,0.79,-227,-1.52,0,2.81,-224.97
wyl09,41.40666667,-110.6365,6672,979668.88,980294.76,1.58,-227.5,-1.52,0,1.36,-226.14
wyllO,41.35466667,-110.6855,6792,979651.2,980290.09,0.42,-231.6,-1.52,0,-0.38,-233.13
wvlll,41.31583333,-110.7193333,6877,979639.16,980286.6,0.98,-234.5,-1.52,0,-0.94,-236.04
bcOOl,40.29,-109.1601667,5251,979666.51,980194.82,0.58,-179.1,-1.44,0,-34.6,-214.56
bc002,40.28666667,-109.1406667,5289,979667.03,980194.52,0.5,-180.3,-1.44,0,-30.21,-211.55
bc003,40.31133333,-109.1178333,5509,979658.21,980196.72,1.06,-187.9,-1.46,0,-20.55,-208.85
bc004,40.329,-109.1128333,5700,979644.14,980198.3,1.62,-194.4,-1.48,0,-18.25,-212.52
bcOOS,40.34133333,-109.0965,6130,979617.26,980199.4,2.07,-209,-1.5,0,-5.82,-214.33
bc006,40.34933333,-109.0801667,6490,979594.07,980200.11,2.59,-221.3,-1.51,0,4.11,-216.17
bc007,40.3525,-109.0676667,6660,979587.83,980200.4,2.55,-227.1,-1.52,0,13.55,-212.57
bcOOB,40.35516667,-109.046,6990,979569.39,980200.63,2.94,-238.4,-1.52,0,25.89,-211.1
bC009,40.35816667,-109.0228333,7280,979549.33,980200.91,2.5,-248.3,-1.51,0,32.81,-214.5
bCOlO,40.36166667,-109.0078333,7460,979544.18,980201.22,2.6,-254.4,-1.5,0,44.26,-209.08
bcOll,40.36116667,-108.9883333,7529,979540.61,980201.17,2.04,-256.7,-1.5,0,47.21,-209.04
bc012,40.35833333,-108.9726667,7570,979539.5,980200.91,1.99,-258.1,-1.5,0,50.21,-207.49
bc013,40.36783333,-108.9948333,7666,979532.53,980201.76,2.43,-261.4,-1.49,0,51.41,-209.12
bc014,40.34983333,-108.9493333,7514,979546.39,980200.16,1.72,-256.2,-1.5,0,52.6,-203.46
bc015,40.33833333,-108.9435,7720,979534.28,980199.13,2.58,-263.3,-1.49,0,60.87,-201.35
bc016,40.326,-108.873,7710,979535.37,980198.03,8.62,-262.9,-1.49,0,62.12,-193.72
bc017,40.31883333,-108.9355,7720,979535.68,980197.39,2.8,-263.3,-1.49,0,64.01,-197.99
bc018,40.31133333,-108.9326667,7645,979540.57,980196.72,2.75,-260.7,-1.49,0,62.53,-196.97
bc019,40.3035,-108.9433333,7500,979550.44,980196.02,2.8,-255.8,-1.5,0,59.47,-195.04
bc020,40.29316667,-108.959,7055,979573.19,980195.1,2.33,-240.6,-1.51,0,41.33,-198.49
bc021,40.2825,-108.9835,6580,979609.75,980194.15,1.24,-224.4,-1.52,0,34.21,-190.49
bC022,40.261,-108.981,6300,979627.3,980192.23,0.68,-214.8,-1.51,0,27.36,-188.34
bc023,40.25133333,-108.975,6040,979639.89,980191.37,1.58,-206,-1.5,0,16.38,-189.54
bc024,40.24516667,-108.9725,5940,979645.24,980190.82,1.11,-202.6,-1.49,0,12.89,-190.09
bc025,40.24383333,-108.9915,5910,979646.78,980190.7,0.89,-201.5,-1.49,0,11.73,-190.44
bc026,40.2525,-109.0191667,5800,979651.57,980191.47,2.15,-197.8,-1.48,0,5.41,-191.75
bc027,40.259,-109.0296667,5720,979656.53,980192.05,1.4,-195,-1.48,0,2.26,-192.91
bc028,40.2735,-109.0495,5604,979661.35,980193.34,1.08,-191.1,-1.47,0,-5.11,-196.63
bc029,40.27966667,-109.0678333,5589,979656.46,980193.9,0.49,-190.6,-1.47,0,-11.96,-203.57
bc030,40.28266667,-109.0951667,5440,979659.75,980194.16,0.86,-185.5,-1.46,0,-22.94,-209.08
bcOJl,40.2845,-109.0435,5355,979662.61,980194.33,6.55,-182.6,-1.45,0,-28.24,-205.78
bc032,40.297,-109.0458333,5630,979658.64,980195.45,1.61,-192,-1.47,0,-7.48,-199.36
bc033,40.28433333,-109.0461667,5600,979660.85,980194.31,1.18,-191,-1.47,0,-6.95,-198.24
bc034,40.2955,-109.0693333,5560,979657.97,980195.3,0.83,-189.6,-1.47,0,-14.59,-204.86
bc035,40.2935,-109.0983333,5450,979663.15,980195.13,0.79,-185.8,-1.46,0,-19.57,-206.12
bc036,40.30266667,-109.109,5425,979664.44,980195.95,0.86,-185,-1.45,0,-21.45,-207.07
bc037,40.31066667,-109.099,5490,979660.41,980196.66,1.2,-187.2,-1.46,0,-20.09,-207.6
bc038,40.31566667,-109.0801667,5560,979659.08,980197.11,1.98,-189.6,-1.47,0,-15.28,-204.4
bc039,40.32266667,-109.0905,5600,979654.96,980197.73,2.66,-191,-1.47,0,-16.26,-206.07
bc040,40.26766667,-109.0081667,6288,979624.01,980192.83,0.82,-214.4,-1.51,0,22.35,-192.81
bc041,40.27233333,-109.0033333,6350,979621.79,980193.23,0.79,-216.5,-1.51,0,25.54,-191.76
bc042,40.2615,-108.9916667,6280,979623.69,980192.27,0.64,-214.1,-1.51,0,21.83,-193.23
bc043,40.36716667,-108.9523333,7364,979555.03,980201.7,1.31,-251.1,-1.51,0,45.6,-205.76
bc044,40.36716667,-108.9341667,7250,979563.28,980201.7,2,-247.2,-1.51,0,43.14,-203.65
bc045,40.37216667,-108.9076667,7297,979559.72,980202.16,1.23,-248.8,-1.51,0,43.55,-205.61
bc046,40.3145,-108.8773333,7400,979558.3,980197,20,-252.39,-1.51,0,56.95,-176.89
bc047,40.31583333,-108.9543333,7255,979561.21,980197.12,2.33,-247.4,-1.51,0,46.12,-200.51
bc048,40.31516667,-108.9595,7195,979571.75,980197.06,2.17,-245.4,-1.51,0,51.08,-193.66
bc049,40.31283333,-108.97,6955,979584.96,980196.85,2,-237.2,-1.52,0,41.95,-194.78
bcOSO,40.3105,-108.9736667,6900,979585.75,980196,2.21,-235.3,-1.52,0,37.78,-196.87
bcOSl,40.30766667,-108.977,6760,979593.62,980196,2.33,-230.5,-1.52,0,32.75,-197.01
bcOS»2,40.30833333,-108.9828333,6635,979603.75,980196,2.05,-226.3,-1.52,0,31.07,-194.7
bc053,40.308,-108.9893333,6450,979612.25,980196,2.03,-219.9,-1.51,0,22.22,-197.26
bc054,40.30666667,-108.9946667,6230,979627.14,980196,1.66,-212.4,-1.51,0,16.55,-195.78
bc055,40.3055,-108.9995,6010,979641.21,980196,1.99,-204.9,-1.5,0,10.05,-194.44
bc056,40.305,-109.0055,5940,979644.25,980196,1.81,-202.6,-1.49,0,6.56,-195.72
bc057,40.30033333,-109.0148333,5870,979650.49,980195,1.44,-200.2,-1.49,0,6.63,-193.62
bc058,40.30116667,-109.0266667,5770,979653.32,980195,1.42,-196.8,-1.48,0,-0.01,-196.87
bC059,40.29966667,-109.0358333,5725,979655.11,980195,1.86,-195.2,-1.48,0,-2.31,-197.2
bc060,40.23383333,-109.0371667,5990,979636.08,980189,19,-204.3,-1.5,0,9.44,-196.17
bc061,40.22216667,-109.0405,5994,979634.26,980188,0.14,-204.4,-1.5,0,9.03,-196.76
bc062,40.22366667,-109.0505,6054,979627.74,980188,0.43,-206.4,-1.5,0,8.02,-199.53
bc063,40.21533333,-109.0571667,6008,979629.65,980188,0.33,-204.9,-1.5,0,6.35,-199.74
bc064,40.205,-109.0586667,5949,979631.76,980187,0.15,-202.9,-1.49,0,3.83,-200.41
bc065,40.19983333,-109.068,5990,979625.78,980186,0.33,-204.3,-1.5,0,2.17,-203.3
bc066,40.208,-109.0766667,5900,979630.89,980187,0.33,-201.2,-1.49,0,-1.9,-204.3
bC067,40.19633333,-109.0813333,5975,979624.8,980186,0.27,-203.7,-1.49,0,0.09,-204.93
bc068,40.20183333,-109.0855,6000,979622.96,980186,0.45,-204.6,-1.5,0,0.11,-205.58
bc069,40.197,-109.0868333,5930,979627.43,980186,0.32,-202.2,-1.49,0,-1.57,-205
bc070,40.19533333,-109.0968333,5910,979627.35,980186,0.18,-201.5,-1.49,0,-3.38,-206.26
bc071,40.198,-109.1018333,5935,979624.89,980186,0.19,-202.4,-1.49,0,-3.72,-207.45
bc072,40.19416667,-109.1148333,5870,979628.87,980186,0.11,-200.2,-1.49,0,-5.51,-207.1
bc073,40.2985,-109.0406667,5670,979656.74,980195,1.9,-193.3,-1.48,0,-5.75,-198.71
bc074,40.239,-109.01,5858,979649.26,980190,0.67,-199.8,-1.49,0,9.75,-190.87
bc075,40.2375,-109.0216667,5935,979643.19,980190,0.28,-202.4,-1.49,0,11.05,-192.59
bc076,40.237,-109.0271667,5990,979637.99,980190,0.2,-204.3,-1.5,0,11.07,-194.53
bc077,40.31683333,-108.9226667,8060,979520.36,980197,4.01,-274.9,-1.46,0,80.81,-191.55
